"CD_MUN";"NM_MUN";"V00001";"V00002";"V00003";"V00004";"V00005";"V00006";"V00007";"V00008";"V00009";"V00010";"V00011";"V00012";"V00013";"V00014";"V00015";"V00016";"V00017";"V00018";"V00019";"V00020";"V00021";"V00022";"V00023";"V00024";"V00025";"V00026";"V00027";"V00028";"V00029";"V00030";"V00031";"V00032";"V00033";"V00034";"V00035";"V00036";"V00037";"V00038";"V00039";"V00040";"V00041";"V00042";"V00043";"V00044";"V00045";"V00046";"V00047";"V00048";"V00049";"V00050";"V00051";"V00052";"V00053";"V00054";"V00055";"V00056";"V00057";"V00058";"V00059";"V00060";"V00061";"V00062";"V00063";"V00064";"V00065";"V00066";"V00067";"V00068";"V00069";"V00070";"V00071";"V00072";"V00073";"V00074";"V00075";"V00076";"V00077";"V00078";"V00079";"V00080";"V00081";"V00082";"V00083";"V00084";"V00085";"V00086";"V00087";"V00088";"V00089"
"4204301";"Concórdia";"30413";"0";"74";"30413";"81404";"12";"121";"10419";"0";"12";"40095";"8";"64";"41309";"0";"55";"5204";"10147";"7806";"4848";"1549";"408";"55";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"0";"0";"0";"0";"3";"0";"0";"25188";"118";"5006";"14";"0";"15";"0";"0";"0";"0";"0";"0";"41";"6";"8";"0";"9";"8";"0";"0";"0";"0";"0";"81404";"10419";"40095";"41309";"5204";"10147";"7806";"4848";"1549";"408";"55";"6";"0";"0";"69203";"391";"11683";"8872";"57";"1430"
"4204350";"Cordilheira Alta";"1664";"0";"0";"1664";"4781";"0";"0";"647";"0";"0";"2440";"0";"0";"2341";"0";"0";"218";"479";"476";"332";"102";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1597";"0";"62";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4781";"647";"2440";"2341";"218";"479";"476";"332";"102";"21";"0";"0";"0";"0";"4600";"5";"171";"615";"0";"31"
"4204400";"Coronel Freitas";"3721";"0";"29";"3721";"10359";"0";"29";"1240";"0";"0";"5203";"0";"9";"5156";"0";"20";"526";"1182";"1049";"628";"221";"67";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3435";"6";"270";"6";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"10359";"1240";"5203";"5156";"526";"1182";"1049";"628";"221";"67";"3";"0";"0";"0";"9677";"23";"645";"1147";"3";"81"
"4204459";"Coronel Martins";"762";"0";"3";"762";"2060";"0";"3";"230";"0";"0";"1042";"0";"0";"1018";"0";"0";"113";"260";"192";"141";"41";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"759";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2060";"230";"1042";"1018";"113";"260";"192";"141";"41";"7";"0";"0";"0";"0";"2054";"0";"6";"229";"0";"0"
"4204509";"Corupá";"5427";"0";"27";"5427";"15228";"4";"34";"1889";"0";"0";"7607";"0";"21";"7621";"3";"7";"822";"1706";"1394";"939";"331";"90";"12";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5205";"0";"202";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"6";"0";"12";"0";"0";"0";"0";"0";"0";"15228";"1889";"7607";"7621";"822";"1706";"1394";"939";"331";"90";"12";"0";"3";"0";"14699";"22";"502";"1820";"0";"61"
"4204558";"Correia Pinto";"5639";"0";"20";"5639";"15700";"0";"24";"2234";"0";"0";"7825";"0";"12";"7875";"0";"12";"864";"1769";"1504";"967";"352";"100";"20";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5462";"0";"162";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15700";"2234";"7825";"7875";"864";"1769";"1504";"967";"352";"100";"20";"3";"0";"0";"15271";"9";"408";"2182";"0";"43"
"4204608";"Criciúma";"79750";"8";"173";"79750";"212139";"67";"203";"26385";"0";"6";"102686";"24";"98";"109453";"14";"97";"14864";"25130";"21048";"12534";"3867";"974";"188";"36";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"157";"0";"3";"0";"0";"0";"0";"0";"0";"0";"53336";"682";"25404";"112";"0";"0";"0";"5";"0";"0";"0";"0";"93";"35";"7";"0";"3";"0";"11";"21";"0";"0";"0";"212139";"26385";"102686";"109453";"14864";"25130";"21048";"12534";"3867";"974";"188";"36";"3";"0";"150651";"1977";"59123";"19179";"281";"6746"
"4204707";"Cunha Porã";"4189";"0";"61";"4189";"10864";"4";"83";"1341";"0";"0";"5361";"0";"41";"5503";"0";"42";"736";"1469";"1063";"658";"178";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48";"4";"9";"0";"0";"0";"0";"0";"0";"0";"3763";"3";"409";"0";"0";"0";"0";"0";"0";"0";"0";"0";"61";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10864";"1341";"5361";"5503";"736";"1469";"1063";"658";"178";"36";"0";"0";"0";"0";"9915";"28";"918";"1236";"0";"91"
"4204756";"Cunhataí";"703";"0";"0";"703";"1964";"4";"0";"219";"0";"0";"1009";"0";"0";"955";"0";"0";"87";"234";"192";"128";"46";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"685";"0";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1964";"219";"1009";"955";"87";"234";"192";"128";"46";"7";"0";"0";"0";"0";"1917";"3";"44";"214";"0";"4"
"4204806";"Curitibanos";"14314";"0";"17";"14314";"39975";"0";"17";"5678";"0";"3";"19524";"0";"11";"20451";"0";"5";"2435";"4208";"3765";"2457";"937";"232";"67";"6";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13066";"163";"1054";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"3";"9";"0";"0";"39975";"5678";"19524";"20451";"2435";"4208";"3765";"2457";"937";"232";"67";"6";"3";"0";"37189";"471";"2295";"5357";"70";"219"
"4204905";"Descanso";"3128";"4";"3";"3128";"8505";"19";"3";"909";"3";"0";"4287";"6";"0";"4218";"6";"3";"444";"1126";"791";"520";"154";"58";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3027";"0";"96";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"8505";"909";"4287";"4218";"444";"1126";"791";"520";"154";"58";"0";"0";"0";"0";"8264";"0";"241";"878";"0";"29"
"4205001";"Dionísio Cerqueira";"5630";"0";"4";"5630";"14977";"17";"9";"2128";"0";"0";"7410";"4";"0";"7567";"3";"3";"1066";"1798";"1364";"964";"313";"52";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5180";"17";"423";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"14977";"2128";"7410";"7567";"1066";"1798";"1364";"964";"313";"52";"13";"0";"0";"0";"13956";"42";"973";"1990";"3";"127"
"4205100";"Dona Emma";"1455";"4";"0";"1455";"4206";"15";"0";"562";"0";"0";"2167";"7";"0";"2039";"0";"0";"195";"454";"379";"268";"98";"32";"10";"3";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1419";"8";"20";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4206";"562";"2167";"2039";"195";"454";"379";"268";"98";"32";"10";"3";"0";"0";"4115";"26";"51";"549";"3";"5"
"4205159";"Doutor Pedrinho";"1363";"0";"0";"1363";"3637";"0";"0";"381";"0";"0";"1833";"0";"0";"1804";"0";"0";"203";"500";"356";"208";"52";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1349";"3";"4";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3637";"381";"1833";"1804";"203";"500";"356";"208";"52";"19";"0";"0";"0";"0";"3608";"6";"14";"381";"0";"0"
"4205175";"Entre Rios";"1173";"0";"0";"1173";"3402";"0";"0";"569";"0";"0";"1713";"0";"0";"1689";"0";"0";"135";"356";"329";"229";"80";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1171";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3402";"569";"1713";"1689";"135";"356";"329";"229";"80";"19";"0";"0";"0";"0";"3394";"0";"5";"566";"0";"0"
"4205191";"Ermo";"807";"7";"0";"807";"2246";"16";"0";"299";"0";"0";"1133";"10";"0";"1113";"4";"0";"115";"257";"223";"135";"48";"10";"3";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"788";"0";"17";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2246";"299";"1133";"1113";"115";"257";"223";"135";"48";"10";"3";"0";"0";"0";"2200";"0";"42";"294";"0";"4"
"4205209";"Erval Velho";"1878";"0";"49";"1878";"4822";"0";"58";"595";"0";"0";"2387";"0";"23";"2435";"0";"32";"378";"629";"469";"280";"74";"14";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"49";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1837";"0";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"0";"0";"0";"0";"15";"0";"0";"0";"4822";"595";"2387";"2435";"378";"629";"469";"280";"74";"14";"3";"0";"0";"0";"4718";"3";"95";"582";"0";"7"
"4205308";"Faxinal dos Guedes";"4035";"0";"0";"4035";"11189";"3";"0";"1458";"0";"0";"5629";"0";"0";"5560";"0";"0";"625";"1242";"1107";"676";"226";"51";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3736";"0";"291";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11189";"1458";"5629";"5560";"625";"1242";"1107";"676";"226";"51";"15";"0";"0";"0";"10508";"3";"672";"1363";"0";"87"
"4205357";"Flor do Sertão";"663";"0";"0";"663";"1783";"0";"0";"219";"0";"0";"905";"0";"0";"878";"0";"0";"114";"216";"166";"115";"35";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"655";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1783";"219";"905";"878";"114";"216";"166";"115";"35";"13";"0";"0";"0";"0";"1765";"0";"18";"218";"0";"0"
"4205407";"Florianópolis";"219705";"20";"1391";"219705";"532813";"114";"1677";"54933";"14";"54";"254087";"55";"752";"278726";"28";"876";"56587";"73885";"48370";"27841";"8419";"2293";"483";"140";"3";"17";"3";"0";"0";"3";"0";"0";"0";"0";"0";"0";"1279";"34";"19";"3";"0";"0";"0";"0";"0";"0";"118180";"4040";"96619";"395";"0";"76";"9";"3";"0";"0";"5";"0";"663";"280";"92";"0";"132";"3";"20";"17";"58";"0";"124";"532813";"54933";"254087";"278726";"56587";"73885";"48370";"27841";"8419";"2293";"483";"140";"3";"17";"314986";"10507";"205890";"34464";"1198";"18751"
"4205431";"Formosa do Sul";"949";"0";"3";"949";"2668";"0";"7";"331";"0";"0";"1344";"0";"3";"1324";"0";"0";"127";"318";"253";"158";"55";"18";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"929";"0";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2668";"331";"1344";"1324";"127";"318";"253";"158";"55";"18";"0";"3";"0";"0";"2624";"0";"41";"321";"0";"9"
"4205456";"Forquilhinha";"10851";"0";"0";"10851";"31318";"13";"0";"4693";"3";"0";"15683";"5";"0";"15635";"0";"0";"1416";"3194";"3047";"2108";"730";"172";"19";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10317";"71";"429";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31318";"4693";"15683";"15635";"1416";"3194";"3047";"2108";"730";"172";"19";"6";"0";"0";"30026";"192";"1045";"4520";"27";"122"
"4205506";"Fraiburgo";"11911";"0";"0";"11911";"33445";"6";"9";"4663";"0";"0";"16544";"0";"4";"16901";"0";"5";"1955";"3460";"3204";"2091";"794";"228";"59";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10984";"59";"840";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33445";"4663";"16544";"16901";"1955";"3460";"3204";"2091";"794";"228";"59";"0";"0";"0";"31252";"160";"1998";"4403";"17";"213"
"4205555";"Frei Rogério";"866";"0";"0";"866";"2411";"0";"0";"288";"0";"0";"1267";"0";"0";"1144";"0";"0";"113";"290";"229";"162";"54";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"860";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2411";"288";"1267";"1144";"113";"290";"229";"162";"54";"8";"0";"0";"0";"0";"2395";"0";"14";"287";"0";"0"
"4205605";"Galvão";"1155";"0";"41";"1155";"3167";"0";"41";"409";"0";"0";"1562";"0";"27";"1605";"0";"14";"185";"366";"300";"203";"70";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1138";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3167";"409";"1562";"1605";"185";"366";"300";"203";"70";"13";"0";"0";"0";"0";"3125";"4";"38";"401";"0";"3"
"4205704";"Garopaba";"11257";"0";"59";"11257";"29798";"8";"133";"3799";"0";"3";"14522";"3";"59";"15276";"0";"65";"2154";"3658";"2753";"1832";"571";"140";"30";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"12";"6";"0";"0";"0";"0";"0";"0";"0";"10292";"201";"707";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"56";"3";"0";"0";"0";"0";"0";"0";"0";"0";"29798";"3799";"14522";"15276";"2154";"3658";"2753";"1832";"571";"140";"30";"3";"0";"0";"27670";"544";"1517";"3532";"67";"148"
"4205803";"Garuva";"6213";"0";"21";"6213";"18486";"0";"56";"2910";"0";"3";"9399";"0";"48";"9087";"0";"7";"907";"1716";"1532";"1217";"517";"182";"38";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5761";"106";"325";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"13";"5";"0";"0";"18486";"2910";"9399";"9087";"907";"1716";"1532";"1217";"517";"182";"38";"3";"0";"0";"17330";"305";"827";"2714";"61";"116"
"4205902";"Gaspar";"25845";"0";"44";"25845";"72452";"11";"83";"9384";"3";"8";"35795";"7";"63";"36657";"0";"20";"3805";"8153";"6752";"4680";"1636";"457";"108";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"3";"3";"5";"0";"0";"0";"0";"0";"0";"21745";"96";"3837";"107";"0";"0";"0";"0";"0";"0";"0";"0";"21";"12";"0";"0";"0";"0";"0";"11";"0";"0";"0";"72452";"9384";"35795";"36657";"3805";"8153";"6752";"4680";"1636";"457";"108";"6";"0";"0";"62522";"265";"9313";"8116";"11";"1156"
"4206009";"Governador Celso Ramos";"6150";"0";"0";"6150";"16889";"3";"0";"1893";"0";"0";"8502";"0";"0";"8387";"0";"0";"930";"2024";"1637";"1013";"333";"82";"22";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5661";"26";"437";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16889";"1893";"8502";"8387";"930";"2024";"1637";"1013";"333";"82";"22";"4";"0";"0";"15724";"89";"1069";"1743";"10";"116"
"4206108";"Grão-Pará";"2174";"0";"0";"2174";"6264";"0";"0";"835";"0";"0";"3158";"0";"0";"3106";"0";"0";"280";"666";"596";"411";"136";"54";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2023";"0";"148";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6264";"835";"3158";"3106";"280";"666";"596";"411";"136";"54";"3";"0";"0";"0";"5887";"0";"376";"786";"0";"45"
"4206207";"Gravatal";"4626";"0";"73";"4626";"12359";"3";"73";"1478";"0";"0";"6106";"0";"73";"6253";"0";"0";"785";"1550";"1149";"778";"262";"44";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"73";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4336";"3";"277";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"73";"0";"0";"0";"12359";"1478";"6106";"6253";"785";"1550";"1149";"778";"262";"44";"3";"0";"0";"0";"11701";"15";"643";"1395";"0";"73"
"4206306";"Guabiruba";"8367";"0";"0";"8367";"24543";"0";"0";"3408";"0";"0";"12315";"0";"0";"12228";"0";"0";"971";"2411";"2471";"1671";"533";"191";"46";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8123";"32";"195";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24543";"3408";"12315";"12228";"971";"2411";"2471";"1671";"533";"191";"46";"3";"0";"0";"23919";"105";"508";"3312";"16";"66"
"4206405";"Guaraciaba";"3986";"0";"4";"3986";"10790";"0";"4";"1148";"0";"0";"5432";"0";"4";"5358";"0";"0";"568";"1399";"1040";"697";"178";"58";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3760";"3";"218";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10790";"1148";"5432";"5358";"568";"1399";"1040";"697";"178";"58";"4";"0";"0";"0";"10288";"4";"491";"1095";"0";"51"
"4206504";"Guaramirim";"16297";"0";"65";"16297";"46605";"12";"65";"6717";"3";"11";"23325";"8";"53";"23280";"0";"11";"2200";"4993";"4443";"2992";"1085";"267";"59";"3";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13354";"110";"2751";"46";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"28";"0";"0";"0";"0";"0";"22";"0";"0";"46605";"6717";"23325";"23280";"2200";"4993";"4443";"2992";"1085";"267";"59";"3";"0";"3";"39209";"330";"6946";"5611";"46";"1012"
"4206603";"Guarujá do Sul";"1946";"0";"0";"1946";"4827";"0";"0";"557";"0";"0";"2358";"0";"0";"2469";"0";"0";"393";"709";"479";"271";"74";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1876";"0";"64";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4827";"557";"2358";"2469";"393";"709";"479";"271";"74";"3";"0";"0";"0";"0";"4687";"0";"138";"545";"0";"11"
"4206652";"Guatambú";"2913";"0";"0";"2913";"8425";"0";"0";"1341";"0";"0";"4341";"0";"0";"4084";"0";"0";"392";"815";"840";"534";"216";"56";"5";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2599";"215";"97";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8425";"1341";"4341";"4084";"392";"815";"840";"534";"216";"56";"5";"3";"0";"0";"7515";"676";"232";"1163";"143";"29"
"4206702";"Herval d'Oeste";"8275";"0";"8";"8275";"21707";"4";"11";"2618";"0";"6";"10706";"3";"0";"11001";"0";"6";"1587";"2759";"2055";"1232";"453";"91";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7334";"22";"898";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"21707";"2618";"10706";"11001";"1587";"2759";"2055";"1232";"453";"91";"11";"0";"0";"0";"19550";"84";"2050";"2394";"13";"198"
"4206751";"Ibiam";"716";"0";"0";"716";"2003";"5";"0";"249";"0";"0";"1037";"3";"0";"966";"0";"0";"99";"247";"176";"124";"45";"18";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"703";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2003";"249";"1037";"966";"99";"247";"176";"124";"45";"18";"0";"3";"0";"0";"1971";"0";"32";"248";"0";"0"
"4206801";"Ibicaré";"1250";"0";"0";"1250";"3267";"0";"0";"342";"0";"0";"1653";"0";"0";"1614";"0";"0";"251";"404";"303";"196";"65";"12";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1234";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3267";"342";"1653";"1614";"251";"404";"303";"196";"65";"12";"3";"0";"0";"0";"3235";"0";"30";"338";"0";"3"
"4206900";"Ibirama";"7261";"0";"4";"7261";"19846";"4";"9";"2448";"0";"0";"9924";"0";"0";"9922";"3";"3";"1243";"2307";"1900";"1098";"450";"113";"24";"7";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6568";"14";"652";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19846";"2448";"9924";"9922";"1243";"2307";"1900";"1098";"450";"113";"24";"7";"3";"0";"18307";"55";"1457";"2278";"7";"149"
"4207007";"Içara";"21067";"0";"64";"21067";"58867";"12";"78";"7782";"0";"5";"29169";"4";"30";"29698";"0";"46";"3101";"6371";"5883";"3747";"1132";"310";"41";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"61";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18481";"254";"2257";"4";"0";"0";"0";"0";"0";"0";"0";"0";"48";"0";"0";"0";"16";"0";"0";"0";"0";"0";"0";"58867";"7782";"29169";"29698";"3101";"6371";"5883";"3747";"1132";"310";"41";"3";"0";"0";"52556";"797";"5458";"6875";"141";"713"
"4207106";"Ilhota";"5861";"0";"5";"5861";"17033";"0";"9";"2472";"0";"0";"8637";"0";"7";"8396";"0";"0";"734";"1821";"1521";"1136";"421";"142";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5658";"13";"165";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"17033";"2472";"8637";"8396";"734";"1821";"1521";"1136";"421";"142";"20";"0";"0";"0";"16545";"52";"409";"2410";"9";"38"
"4207205";"Imaruí";"4582";"0";"0";"4582";"11869";"0";"0";"1338";"0";"0";"5940";"0";"0";"5929";"0";"0";"883";"1618";"1091";"626";"233";"46";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4498";"3";"68";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11869";"1338";"5940";"5929";"883";"1618";"1091";"626";"233";"46";"10";"0";"0";"0";"11664";"21";"177";"1317";"0";"15"
"4207304";"Imbituba";"19931";"0";"128";"19931";"52173";"16";"249";"6336";"0";"13";"25520";"0";"139";"26653";"5";"100";"4019";"6571";"4755";"2959";"1037";"274";"49";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"73";"13";"6";"3";"0";"0";"0";"0";"0";"0";"17932";"87";"1842";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80";"33";"0";"5";"0";"0";"6";"0";"0";"0";"52173";"6336";"25520";"26653";"4019";"6571";"4755";"2959";"1037";"274";"49";"12";"0";"0";"47613";"263";"4238";"5768";"21";"504"
"4207403";"Imbuia";"2182";"0";"4";"2182";"5965";"9";"5";"767";"0";"0";"2998";"4";"0";"2967";"0";"3";"337";"699";"589";"373";"145";"24";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2144";"0";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5965";"767";"2998";"2967";"337";"699";"589";"373";"145";"24";"3";"0";"0";"0";"5886";"0";"79";"760";"0";"7"
