"CD_MUN";"NM_MUN";"V01317";"V01318";"V01319";"V01320";"V01321";"V01322";"V01323";"V01324";"V01325";"V01326";"V01327";"V01328";"V01329";"V01330";"V01331";"V01332";"V01333";"V01334";"V01335";"V01336";"V01337";"V01338";"V01339";"V01340";"V01341";"V01342";"V01343";"V01344";"V01345";"V01346";"V01347";"V01348";"V01349";"V01350";"V01351";"V01352";"V01353";"V01354";"V01355";"V01356";"V01357";"V01358";"V01359";"V01360";"V01361";"V01362";"V01363";"V01364";"V01365";"V01366";"V01367";"V01368";"V01369";"V01370";"V01371";"V01372";"V01373";"V01374";"V01375";"V01376";"V01377";"V01378";"V01379";"V01380";"V01381";"V01382";"V01383";"V01384";"V01385";"V01386";"V01387";"V01388";"V01389";"V01390";"V01391";"V01392";"V01393";"V01394";"V01395";"V01396";"V01397";"V01398";"V01399";"V01400";"V01401";"V01402";"V01403";"V01404";"V01405";"V01406";"V01407";"V01408";"V01409";"V01410";"V01411"
"3108404";"Botelhos";"8705";"758";"15";"5288";"0";"4250";"385";"3";"2678";"0";"4455";"359";"8";"2608";"0";"3294";"354";"3";"1942";"0";"1989";"1303";"204";"132";"0";"3";"1232";"707";"0";"0";"0";"83";"655";"1270";"1259";"0";"0";"68";"116";"92";"0";"0";"0";"0";"0";"3";"47";"497";"750";"611";"0";"0";"0";"0";"0";"1474";"51";"0";"959";"0";"1565";"134";"0";"1111";"0";"3638";"368";"7";"2276";"0";"2025";"146";"0";"936";"0";"507";"3";"0";"269";"0";"3740";"363";"3";"2401";"0";"479";"0";"0";"295";"0";"3973";"335";"7";"2303";"0"
"3108503";"Botumirim";"1140";"535";"0";"4113";"0";"598";"291";"0";"2118";"0";"537";"230";"0";"1995";"0";"421";"243";"0";"1418";"0";"250";"161";"131";"100";"0";"0";"801";"613";"0";"0";"3";"9";"67";"141";"164";"0";"6";"46";"61";"76";"0";"0";"0";"0";"0";"7";"47";"344";"571";"427";"0";"0";"0";"0";"0";"225";"58";"0";"900";"0";"198";"125";"0";"939";"0";"444";"217";"0";"1655";"0";"248";"105";"0";"619";"0";"65";"7";"0";"255";"0";"518";"274";"0";"1859";"0";"60";"3";"0";"267";"0";"461";"216";"0";"1723";"0"
"3108552";"Brasilândia de Minas";"3429";"2633";"15";"8921";"4";"1751";"1391";"3";"4498";"0";"1677";"1242";"3";"4423";"3";"1181";"1079";"3";"2979";"0";"644";"534";"569";"505";"0";"3";"1566";"1410";"0";"0";"0";"19";"277";"483";"360";"0";"50";"336";"404";"256";"0";"0";"0";"0";"0";"6";"218";"933";"1164";"643";"0";"0";"0";"0";"0";"803";"398";"3";"2182";"0";"717";"641";"0";"2298";"0";"1361";"1204";"3";"3451";"0";"543";"372";"0";"990";"0";"297";"124";"0";"733";"0";"1449";"1257";"0";"3763";"0";"259";"108";"0";"718";"0";"1412";"1118";"3";"3702";"3"
"3108602";"Brasília de Minas";"7059";"3377";"24";"21514";"23";"3450";"1793";"3";"10596";"10";"3606";"1569";"7";"10918";"0";"2404";"1359";"3";"6945";"3";"1481";"897";"833";"499";"0";"0";"4163";"2777";"3";"0";"3";"42";"422";"922";"945";"0";"15";"299";"526";"426";"0";"0";"0";"0";"0";"7";"196";"1647";"2793";"2257";"0";"0";"0";"0";"0";"1442";"391";"0";"4395";"0";"1395";"728";"0";"4879";"0";"2704";"1540";"10";"8729";"0";"1505";"665";"0";"3507";"3";"496";"95";"0";"1435";"0";"2932";"1658";"3";"9155";"10";"466";"69";"0";"1336";"0";"3120";"1456";"7";"9579";"0"
"3108701";"Brás Pires";"1517";"593";"11";"2137";"0";"745";"290";"0";"1070";"0";"772";"300";"10";"1067";"0";"607";"252";"3";"769";"0";"376";"227";"128";"118";"0";"3";"449";"317";"0";"0";"0";"6";"68";"234";"279";"0";"0";"28";"105";"98";"0";"0";"0";"0";"0";"0";"15";"133";"337";"270";"0";"0";"0";"0";"0";"203";"61";"0";"383";"0";"229";"106";"0";"423";"0";"616";"268";"0";"899";"0";"465";"146";"3";"430";"0";"56";"17";"0";"122";"0";"684";"268";"0";"944";"0";"55";"10";"0";"119";"0";"706";"282";"9";"947";"0"
"3108800";"Braúnas";"1171";"386";"3";"2872";"0";"573";"207";"0";"1420";"0";"598";"175";"0";"1452";"0";"433";"177";"0";"994";"0";"278";"152";"104";"66";"0";"0";"649";"345";"0";"0";"0";"4";"53";"161";"203";"0";"0";"25";"62";"77";"0";"0";"0";"0";"0";"0";"14";"148";"398";"418";"0";"0";"0";"0";"0";"199";"25";"0";"466";"0";"194";"65";"0";"538";"0";"446";"172";"0";"1190";"0";"323";"112";"0";"675";"0";"56";"3";"0";"152";"0";"508";"194";"0";"1265";"0";"61";"0";"0";"148";"0";"530";"167";"0";"1301";"0"
"3108909";"Brazópolis";"10963";"481";"7";"2765";"4";"5423";"248";"5";"1443";"0";"5540";"215";"0";"1320";"0";"4189";"208";"0";"1021";"0";"2420";"1769";"117";"53";"0";"0";"608";"402";"0";"0";"3";"106";"774";"1644";"1630";"0";"0";"29";"72";"35";"0";"0";"0";"0";"0";"0";"19";"236";"388";"313";"0";"0";"0";"0";"0";"1777";"31";"0";"499";"0";"2006";"60";"0";"566";"0";"4480";"230";"5";"1173";"0";"2700";"93";"0";"501";"0";"592";"3";"0";"159";"0";"4828";"232";"5";"1272";"0";"595";"9";"0";"132";"0";"4943";"202";"0";"1164";"0"
"3109006";"Brumadinho";"15949";"3884";"7";"18886";"56";"7737";"2034";"0";"9591";"24";"8205";"1835";"6";"9291";"23";"5683";"1568";"0";"6585";"14";"3444";"2223";"917";"619";"0";"0";"3988";"2591";"11";"3";"3";"96";"999";"2344";"2153";"3";"35";"371";"632";"387";"0";"0";"0";"0";"0";"8";"269";"1594";"2827";"1797";"0";"4";"7";"0";"0";"2732";"402";"0";"3550";"16";"2926";"866";"0";"4282";"12";"6757";"1882";"0";"8126";"15";"3500";"621";"0";"2902";"3";"922";"82";"0";"1141";"5";"6787";"1905";"0";"8431";"19";"879";"77";"0";"1116";"5";"7305";"1707";"0";"8159";"18"
"3109105";"Bueno Brandão";"8847";"297";"12";"1736";"3";"4521";"154";"5";"893";"0";"4326";"130";"4";"843";"0";"3405";"121";"3";"663";"0";"2197";"1208";"71";"23";"0";"0";"425";"230";"0";"0";"0";"73";"660";"1418";"1233";"0";"0";"14";"22";"20";"0";"0";"0";"0";"0";"0";"19";"138";"271";"203";"0";"0";"0";"0";"0";"1313";"17";"0";"276";"0";"1624";"47";"0";"362";"0";"3854";"137";"3";"770";"0";"2056";"48";"5";"320";"0";"443";"0";"0";"55";"0";"4078";"145";"5";"816";"0";"390";"0";"0";"62";"0";"3934";"123";"4";"763";"0"
"3109204";"Buenópolis";"2072";"1181";"5";"5872";"0";"1030";"608";"0";"2886";"0";"1042";"573";"3";"2986";"0";"741";"545";"0";"2130";"0";"409";"329";"283";"255";"0";"0";"1053";"1077";"0";"0";"0";"0";"97";"268";"344";"0";"4";"115";"210";"173";"0";"0";"0";"0";"0";"0";"66";"522";"819";"702";"0";"0";"0";"0";"0";"396";"116";"0";"1175";"0";"386";"248";"0";"1233";"0";"765";"540";"3";"2369";"0";"516";"258";"0";"1093";"0";"149";"26";"0";"387";"0";"874";"562";"0";"2498";"0";"122";"23";"0";"340";"0";"908";"533";"3";"2639";"0"
"3109253";"Bugre";"1339";"338";"0";"2363";"0";"642";"197";"0";"1205";"0";"697";"140";"0";"1158";"0";"450";"151";"0";"837";"0";"296";"154";"106";"42";"0";"0";"573";"263";"0";"0";"0";"11";"68";"172";"186";"0";"0";"30";"60";"46";"0";"0";"0";"0";"0";"0";"25";"179";"358";"270";"0";"0";"0";"0";"0";"278";"36";"0";"402";"0";"259";"67";"0";"508";"0";"508";"148";"0";"1001";"0";"294";"75";"0";"452";"0";"88";"5";"0";"119";"0";"549";"187";"0";"1085";"0";"89";"11";"0";"133";"0";"604";"127";"0";"1024";"0"
"3109303";"Buritis";"6215";"2978";"45";"14763";"5";"3161";"1601";"12";"7290";"3";"3054";"1356";"16";"7473";"0";"2153";"1301";"9";"5261";"0";"1285";"851";"745";"529";"4";"0";"2720";"2538";"0";"0";"0";"50";"476";"881";"666";"0";"64";"301";"502";"309";"0";"0";"4";"0";"0";"6";"302";"1413";"2160";"1313";"0";"0";"0";"0";"0";"1558";"389";"3";"3326";"0";"1287";"701";"6";"3601";"0";"2342";"1344";"3";"5833";"3";"1016";"475";"0";"2000";"0";"511";"102";"0";"1110";"0";"2622";"1453";"11";"6174";"3";"538";"58";"0";"1024";"0";"2499";"1250";"14";"6438";"0"
"3109402";"Buritizeiro";"3744";"4351";"59";"15701";"18";"1819";"2216";"24";"7750";"8";"1910";"2106";"32";"7951";"7";"1197";"1750";"24";"5177";"4";"679";"489";"941";"787";"3";"16";"2769";"2390";"0";"0";"0";"21";"218";"492";"381";"3";"86";"448";"690";"436";"0";"0";"6";"7";"0";"11";"290";"1368";"2079";"1365";"0";"0";"0";"3";"0";"826";"605";"8";"3704";"0";"754";"950";"9";"3680";"0";"1447";"2003";"21";"6143";"6";"665";"725";"0";"2150";"3";"278";"179";"3";"1228";"0";"1522";"2007";"14";"6515";"5";"293";"162";"3";"1169";"0";"1607";"1921";"27";"6762";"7"
"3109451";"Cabeceira Grande";"1982";"793";"13";"3816";"11";"1043";"441";"4";"1864";"3";"939";"351";"7";"1952";"3";"784";"362";"3";"1443";"0";"503";"277";"216";"135";"0";"3";"809";"631";"0";"0";"0";"11";"138";"332";"279";"0";"6";"81";"150";"96";"0";"0";"0";"0";"0";"0";"64";"356";"626";"380";"0";"0";"0";"0";"0";"419";"117";"0";"766";"4";"344";"169";"3";"832";"0";"801";"354";"6";"1644";"0";"418";"131";"0";"572";"0";"145";"25";"0";"219";"0";"891";"400";"4";"1638";"0";"137";"18";"0";"247";"0";"794";"320";"7";"1703";"0"
"3109501";"Cabo Verde";"6960";"705";"0";"3735";"0";"3516";"361";"0";"1994";"0";"3444";"331";"0";"1737";"0";"2521";"328";"0";"1340";"0";"1475";"1041";"164";"150";"0";"0";"811";"519";"0";"0";"0";"58";"502";"996";"941";"0";"0";"63";"132";"75";"0";"0";"0";"0";"0";"3";"36";"320";"549";"391";"0";"0";"0";"0";"0";"1260";"58";"0";"662";"0";"1277";"132";"0";"807";"0";"2868";"340";"0";"1621";"0";"1555";"128";"0";"640";"0";"437";"9";"0";"193";"0";"3074";"340";"0";"1788";"0";"394";"3";"0";"175";"0";"3047";"314";"0";"1553";"0"
"3109600";"Cachoeira da Prata";"980";"505";"3";"2203";"0";"451";"255";"3";"1042";"0";"529";"250";"0";"1161";"0";"381";"202";"0";"792";"0";"207";"170";"98";"93";"0";"0";"441";"349";"0";"0";"0";"0";"34";"139";"192";"0";"0";"35";"75";"62";"0";"0";"0";"0";"0";"0";"4";"146";"318";"314";"0";"0";"0";"0";"0";"159";"61";"0";"377";"0";"141";"90";"0";"380";"0";"378";"239";"0";"958";"0";"300";"102";"0";"487";"0";"56";"16";"0";"117";"0";"385";"229";"3";"924";"0";"35";"3";"0";"124";"0";"485";"234";"0";"1034";"0"
"3109709";"Cachoeira de Minas";"9405";"433";"7";"2013";"0";"4753";"214";"0";"1051";"0";"4652";"200";"0";"962";"0";"3419";"163";"0";"746";"0";"1983";"1436";"76";"67";"0";"0";"465";"267";"0";"0";"0";"93";"682";"1356";"1272";"0";"3";"26";"57";"42";"0";"0";"0";"0";"0";"0";"12";"212";"265";"214";"0";"0";"0";"0";"0";"1636";"31";"0";"386";"0";"1748";"87";"0";"417";"0";"3827";"211";"0";"843";"0";"2194";"67";"0";"354";"0";"536";"10";"0";"114";"0";"4213";"195";"0";"926";"0";"531";"6";"0";"94";"0";"4120";"184";"0";"842";"0"
"3109808";"Cachoeira Dourada";"1061";"273";"0";"965";"8";"555";"142";"0";"466";"0";"506";"131";"0";"499";"6";"375";"121";"0";"366";"3";"206";"169";"56";"60";"0";"0";"194";"172";"0";"0";"0";"0";"63";"171";"130";"0";"0";"21";"56";"35";"0";"0";"0";"0";"0";"0";"9";"69";"171";"109";"0";"0";"0";"0";"0";"192";"22";"0";"149";"0";"199";"59";"0";"199";"0";"453";"132";"0";"454";"5";"217";"51";"0";"162";"0";"64";"0";"0";"43";"0";"491";"138";"0";"423";"0";"59";"3";"0";"47";"0";"447";"125";"0";"451";"6"
"3109907";"Caetanópolis";"3156";"1238";"0";"7022";"9";"1491";"623";"0";"3508";"4";"1663";"606";"0";"3514";"0";"1112";"535";"0";"2550";"0";"654";"439";"294";"201";"0";"0";"1480";"1068";"0";"0";"0";"0";"159";"420";"469";"0";"3";"92";"202";"148";"0";"0";"0";"0";"0";"0";"25";"574";"1074";"826";"0";"0";"0";"0";"0";"583";"125";"0";"1221";"3";"573";"203";"0";"1368";"0";"1264";"573";"0";"3139";"0";"724";"272";"0";"1289";"0";"161";"17";"0";"382";"0";"1301";"578";"0";"3115";"3";"198";"15";"0";"380";"0";"1441";"565";"0";"3124";"0"
"3110004";"Caeté";"11407";"4727";"0";"22615";"0";"5300";"2410";"0";"11054";"0";"6103";"2308";"0";"11561";"0";"3880";"1949";"0";"7736";"0";"2051";"1822";"1047";"873";"0";"0";"4275";"3456";"0";"0";"3";"47";"632";"1449";"1641";"0";"29";"440";"722";"626";"0";"0";"0";"0";"0";"5";"172";"1598";"3232";"2623";"0";"0";"0";"0";"0";"2114";"609";"0";"4204";"0";"2034";"930";"0";"4788";"0";"4551";"2159";"0";"9423";"0";"2683";"969";"0";"4199";"0";"760";"151";"0";"1366";"0";"4521";"2210";"0";"9677";"0";"654";"152";"0";"1311";"0";"5428";"2102";"0";"10239";"0"
"3110103";"Caiana";"2801";"642";"10";"1844";"0";"1422";"354";"5";"930";"0";"1379";"285";"0";"914";"0";"1102";"252";"3";"623";"0";"792";"308";"184";"65";"0";"0";"428";"191";"0";"0";"0";"54";"296";"405";"337";"0";"13";"82";"80";"48";"0";"0";"0";"3";"0";"0";"28";"154";"269";"150";"0";"0";"0";"0";"0";"510";"97";"0";"391";"0";"603";"162";"3";"436";"0";"1149";"285";"4";"764";"0";"539";"79";"0";"247";"0";"182";"17";"0";"131";"0";"1240";"325";"5";"798";"0";"172";"29";"0";"107";"0";"1203";"250";"0";"805";"0"
"3110202";"Cajuri";"1301";"602";"0";"2177";"0";"649";"316";"0";"1122";"0";"652";"284";"0";"1055";"0";"467";"255";"0";"704";"0";"298";"162";"141";"104";"0";"0";"440";"264";"0";"0";"0";"6";"71";"165";"206";"0";"8";"38";"114";"69";"0";"0";"0";"0";"0";"0";"7";"149";"279";"253";"0";"0";"0";"0";"0";"220";"66";"0";"425";"0";"243";"138";"0";"454";"0";"488";"285";"0";"894";"0";"346";"94";"0";"404";"0";"64";"11";"0";"139";"0";"581";"293";"0";"983";"0";"83";"12";"0";"132";"0";"563";"260";"0";"921";"0"
"3110301";"Caldas";"10121";"746";"14";"3106";"156";"5084";"398";"7";"1590";"88";"5037";"337";"6";"1510";"62";"4081";"345";"0";"1224";"41";"2514";"1556";"213";"103";"0";"0";"763";"450";"27";"14";"0";"109";"735";"1571";"1622";"0";"3";"53";"120";"77";"0";"0";"0";"0";"0";"0";"38";"268";"480";"385";"0";"9";"20";"9";"0";"1561";"51";"3";"548";"56";"1690";"97";"3";"637";"50";"4261";"376";"0";"1315";"38";"2598";"150";"0";"589";"3";"524";"6";"0";"143";"22";"4555";"372";"3";"1425";"62";"491";"3";"0";"181";"21";"4541";"318";"5";"1305";"41"
"3110400";"Camacho";"1583";"278";"0";"976";"0";"828";"143";"0";"515";"0";"755";"135";"0";"461";"0";"580";"105";"0";"364";"0";"392";"186";"65";"37";"0";"0";"248";"115";"0";"0";"0";"12";"114";"248";"204";"0";"0";"17";"47";"34";"0";"0";"0";"0";"0";"0";"5";"79";"139";"135";"0";"0";"0";"0";"0";"255";"30";"0";"143";"0";"281";"56";"0";"166";"0";"723";"127";"0";"449";"0";"324";"60";"0";"217";"0";"90";"6";"0";"41";"0";"738";"134";"0";"472";"0";"85";"9";"0";"39";"0";"670";"122";"0";"417";"0"
"3110509";"Camanducaia";"17385";"1188";"58";"7403";"16";"8676";"637";"14";"3789";"5";"8709";"525";"23";"3611";"6";"6458";"506";"10";"2652";"0";"3674";"2782";"240";"214";"5";"3";"1488";"1154";"0";"0";"6";"309";"1571";"2576";"1953";"0";"39";"145";"152";"39";"0";"0";"3";"3";"0";"12";"216";"824";"967";"553";"0";"0";"0";"0";"0";"3320";"149";"6";"1506";"3";"3469";"321";"6";"1905";"6";"7340";"499";"15";"3059";"0";"3252";"106";"6";"913";"0";"1172";"18";"0";"456";"0";"7498";"574";"11";"3322";"3";"1110";"22";"0";"482";"0";"7599";"474";"17";"3117";"0"
"3110608";"Cambuí";"20907";"1431";"77";"7072";"3";"10099";"772";"34";"3641";"0";"10808";"641";"14";"3431";"0";"8007";"608";"9";"2641";"0";"4180";"3827";"321";"239";"0";"0";"1473";"1167";"0";"0";"3";"226";"1768";"3187";"2782";"0";"4";"154";"192";"106";"0";"0";"0";"0";"0";"0";"158";"687";"1022";"702";"0";"0";"0";"0";"0";"3495";"128";"4";"1220";"0";"3914";"328";"6";"1726";"0";"8964";"675";"18";"2980";"0";"4534";"196";"7";"1136";"0";"1150";"29";"0";"398";"0";"8946";"714";"28";"3227";"0";"1232";"24";"0";"373";"0";"9573";"590";"14";"3041";"0"
"3110707";"Cambuquira";"5740";"1568";"11";"4981";"0";"2747";"800";"0";"2470";"0";"2993";"768";"6";"2511";"0";"2176";"681";"4";"1732";"0";"1185";"989";"351";"324";"0";"3";"972";"758";"0";"0";"0";"21";"384";"773";"972";"0";"20";"143";"253";"230";"0";"0";"3";"0";"0";"0";"62";"412";"667";"572";"0";"0";"0";"0";"0";"959";"181";"0";"960";"0";"1031";"347";"0";"1120";"0";"2208";"678";"0";"2017";"0";"1542";"352";"3";"884";"0";"340";"54";"0";"326";"0";"2407";"735";"0";"2143";"0";"297";"39";"0";"294";"0";"2694";"711";"6";"2212";"0"
"3110806";"Campanário";"559";"364";"0";"1961";"33";"253";"188";"0";"934";"9";"306";"176";"0";"1024";"22";"205";"166";"0";"698";"15";"89";"114";"75";"91";"0";"0";"324";"374";"8";"4";"0";"0";"31";"81";"88";"0";"8";"27";"63";"58";"0";"0";"0";"0";"0";"0";"26";"145";"302";"218";"0";"0";"4";"4";"4";"104";"31";"0";"363";"4";"95";"77";"0";"426";"3";"228";"144";"0";"804";"12";"130";"105";"0";"365";"6";"26";"13";"0";"110";"0";"224";"172";"0";"824";"9";"35";"4";"0";"120";"0";"269";"167";"0";"904";"19"
"3110905";"Campanha";"9301";"1456";"13";"5140";"0";"4542";"766";"3";"2583";"0";"4759";"688";"3";"2557";"0";"3394";"612";"0";"1677";"0";"1806";"1586";"326";"278";"0";"0";"858";"817";"0";"0";"12";"66";"677";"1311";"1300";"0";"13";"156";"238";"146";"0";"0";"0";"0";"0";"7";"81";"467";"658";"419";"0";"0";"0";"0";"0";"1701";"155";"0";"1104";"0";"1780";"326";"3";"1367";"0";"3668";"693";"3";"1980";"0";"2152";"256";"0";"688";"0";"581";"55";"0";"358";"0";"3959";"696";"3";"2223";"0";"578";"18";"0";"334";"0";"4179";"643";"3";"2219";"0"
"3111002";"Campestre";"15539";"746";"7";"4330";"0";"7906";"369";"3";"2293";"0";"7633";"327";"0";"2037";"0";"5923";"318";"0";"1580";"0";"4426";"1494";"215";"73";"0";"0";"1177";"394";"0";"0";"0";"144";"1254";"2296";"2195";"0";"0";"54";"98";"59";"0";"0";"0";"0";"0";"0";"33";"389";"644";"433";"0";"0";"0";"0";"0";"2345";"61";"0";"788";"0";"3094";"141";"0";"1013";"0";"6611";"330";"0";"1830";"0";"3487";"119";"0";"678";"0";"777";"8";"0";"239";"0";"7125";"345";"3";"2030";"0";"780";"9";"0";"207";"0";"6849";"297";"0";"1802";"0"
"3111101";"Campina Verde";"9363";"1702";"11";"6895";"6";"4589";"877";"6";"3589";"4";"4774";"802";"0";"3304";"0";"3843";"762";"0";"2679";"0";"2306";"1518";"421";"300";"0";"0";"1662";"995";"0";"0";"0";"65";"634";"1496";"1575";"0";"3";"125";"265";"243";"0";"0";"0";"0";"0";"0";"104";"605";"1065";"818";"0";"0";"0";"0";"0";"1434";"130";"0";"1261";"0";"1417";"266";"0";"1383";"3";"3908";"803";"3";"2954";"0";"2593";"400";"3";"1275";"0";"466";"19";"0";"385";"0";"4100";"824";"6";"3178";"4";"478";"15";"0";"321";"0";"4278";"755";"0";"2947";"0"
"3111150";"Campo Azul";"767";"580";"0";"2360";"0";"383";"289";"0";"1181";"0";"384";"291";"0";"1179";"0";"265";"208";"0";"803";"0";"140";"121";"90";"112";"0";"0";"365";"436";"0";"0";"0";"0";"31";"97";"118";"0";"6";"42";"65";"68";"0";"0";"0";"0";"0";"0";"29";"172";"314";"271";"0";"0";"0";"0";"0";"135";"97";"0";"498";"0";"129";"132";"0";"514";"0";"288";"240";"0";"889";"0";"209";"104";"0";"459";"0";"24";"19";"0";"140";"0";"344";"264";"0";"1036";"0";"46";"31";"0";"163";"0";"327";"249";"0";"1016";"0"
"3111200";"Campo Belo";"28752";"5430";"23";"17785";"3";"13623";"2735";"7";"8803";"0";"15129";"2680";"11";"8982";"0";"10968";"2346";"4";"6453";"0";"5959";"5003";"1232";"1072";"0";"3";"3542";"2905";"0";"0";"8";"217";"2148";"4123";"4373";"0";"39";"498";"939";"675";"0";"0";"0";"3";"0";"0";"265";"1678";"2611";"1776";"0";"0";"0";"0";"0";"4573";"554";"0";"3448";"0";"5124";"1071";"3";"4097";"0";"11977";"2588";"6";"7445";"0";"7068";"1082";"0";"2784";"0";"1521";"140";"0";"1070";"0";"12091";"2531";"7";"7701";"0";"1459";"87";"0";"1088";"0";"13652";"2522";"7";"7868";"0"
"3111309";"Campo do Meio";"5816";"894";"5";"4648";"3";"2901";"442";"0";"2383";"0";"2915";"445";"5";"2265";"0";"2092";"357";"0";"1619";"0";"1248";"843";"195";"151";"0";"0";"999";"618";"0";"0";"0";"29";"375";"799";"860";"0";"0";"54";"126";"109";"0";"0";"0";"0";"0";"0";"36";"330";"650";"569";"0";"0";"0";"0";"0";"1006";"98";"0";"833";"0";"1102";"167";"0";"1016";"0";"2330";"414";"0";"1914";"0";"1374";"170";"0";"883";"0";"348";"28";"0";"252";"0";"2550";"402";"0";"2125";"0";"338";"21";"0";"274";"0";"2574";"411";"5";"1987";"0"
"3111408";"Campo Florido";"3499";"1035";"3";"3912";"11";"1738";"584";"0";"2046";"3";"1761";"451";"0";"1866";"5";"1238";"437";"0";"1359";"8";"666";"572";"242";"189";"0";"0";"713";"644";"3";"4";"3";"62";"316";"480";"360";"0";"24";"152";"157";"83";"0";"0";"0";"0";"0";"11";"105";"515";"480";"234";"0";"0";"0";"3";"0";"812";"152";"0";"938";"0";"720";"249";"0";"1026";"0";"1369";"486";"0";"1582";"4";"598";"134";"0";"366";"0";"274";"37";"0";"335";"0";"1462";"531";"0";"1709";"3";"292";"36";"0";"282";"0";"1469";"405";"0";"1584";"5"
"3111507";"Campos Altos";"6093";"1456";"28";"5382";"8";"2965";"792";"8";"2692";"3";"3128";"660";"8";"2690";"0";"2155";"644";"3";"1861";"3";"1073";"1081";"370";"269";"3";"0";"990";"871";"0";"0";"3";"87";"425";"887";"739";"0";"30";"163";"258";"175";"0";"0";"0";"0";"0";"6";"140";"563";"734";"404";"0";"0";"0";"0";"0";"1245";"198";"0";"1278";"0";"1132";"322";"0";"1317";"0";"2491";"665";"7";"2143";"3";"1225";"267";"0";"644";"0";"421";"67";"0";"448";"0";"2544";"719";"7";"2244";"3";"401";"49";"0";"375";"0";"2725";"603";"8";"2315";"0"
"3111606";"Campos Gerais";"15268";"1527";"10";"9206";"19";"7560";"775";"0";"4763";"12";"7708";"732";"4";"4443";"3";"5483";"680";"0";"3274";"5";"3092";"2386";"358";"282";"0";"0";"1819";"1441";"4";"0";"0";"146";"1093";"2307";"1885";"0";"7";"146";"223";"159";"0";"0";"0";"0";"0";"0";"131";"825";"1366";"890";"0";"0";"0";"0";"4";"2753";"121";"0";"1857";"0";"3068";"343";"0";"2140";"0";"6393";"727";"0";"3809";"7";"3051";"243";"0";"1400";"4";"910";"9";"0";"585";"0";"6640";"732";"0";"4159";"12";"926";"13";"0";"522";"0";"6780";"683";"0";"3898";"3"
"3111705";"Canaã";"1958";"500";"17";"2237";"0";"948";"279";"7";"1106";"0";"1010";"219";"5";"1131";"0";"724";"221";"7";"751";"0";"458";"260";"131";"79";"3";"0";"468";"281";"0";"0";"0";"12";"131";"270";"300";"0";"3";"40";"94";"51";"0";"0";"0";"0";"0";"0";"28";"169";"295";"240";"0";"0";"0";"0";"0";"311";"39";"0";"429";"0";"325";"88";"3";"450";"0";"806";"250";"4";"935";"0";"514";"102";"4";"423";"0";"109";"4";"0";"136";"0";"835";"260";"7";"966";"0";"117";"3";"0";"137";"0";"890";"208";"5";"991";"0"
"3111804";"Canápolis";"5278";"778";"5";"4534";"0";"2575";"376";"0";"2375";"0";"2703";"395";"3";"2159";"0";"1976";"357";"3";"1683";"0";"897";"1079";"145";"189";"0";"0";"789";"892";"0";"0";"0";"45";"421";"784";"681";"0";"0";"80";"114";"103";"0";"0";"0";"0";"0";"0";"63";"419";"715";"442";"0";"0";"0";"0";"0";"950";"72";"0";"791";"0";"859";"139";"0";"956";"0";"2300";"361";"0";"2017";"0";"1167";"154";"0";"770";"0";"319";"10";"0";"269";"0";"2249";"348";"0";"2101";"0";"325";"7";"0";"219";"0";"2374";"365";"3";"1931";"0"
"3111903";"Cana Verde";"2600";"752";"0";"1918";"0";"1299";"378";"0";"991";"0";"1301";"371";"0";"927";"0";"964";"293";"0";"683";"0";"696";"261";"204";"86";"0";"0";"498";"181";"0";"0";"0";"19";"172";"357";"402";"0";"0";"62";"99";"109";"0";"0";"0";"0";"0";"0";"9";"131";"284";"241";"0";"0";"0";"0";"0";"399";"85";"0";"364";"0";"478";"136";"0";"380";"0";"1058";"344";"0";"793";"0";"660";"170";"0";"377";"0";"123";"14";"0";"105";"0";"1169";"351";"0";"880";"0";"119";"17";"0";"108";"0";"1178";"349";"0";"816";"0"
"3112000";"Candeias";"8758";"1173";"8";"3967";"3";"4441";"566";"0";"1997";"0";"4317";"589";"3";"1968";"0";"3433";"516";"3";"1442";"0";"2428";"995";"323";"182";"0";"0";"961";"468";"0";"0";"0";"24";"578";"1412";"1377";"0";"3";"89";"205";"146";"0";"0";"0";"0";"0";"0";"38";"361";"545";"439";"0";"0";"0";"0";"0";"1289";"64";"0";"720";"0";"1419";"215";"0";"886";"0";"3812";"566";"6";"1632";"0";"2237";"246";"0";"713";"0";"426";"7";"0";"215";"0";"4006";"546";"0";"1768";"0";"428";"12";"0";"199";"0";"3880";"562";"3";"1754";"0"
"3112059";"Cantagalo";"783";"459";"12";"2711";"7";"425";"241";"4";"1315";"4";"358";"218";"5";"1396";"3";"263";"188";"4";"929";"0";"171";"85";"109";"77";"0";"0";"528";"401";"0";"0";"0";"0";"45";"98";"107";"0";"0";"39";"67";"69";"0";"0";"0";"0";"0";"0";"27";"254";"359";"281";"0";"0";"0";"0";"0";"177";"73";"0";"567";"0";"133";"89";"3";"595";"0";"299";"186";"0";"1092";"3";"171";"105";"3";"457";"0";"67";"10";"0";"208";"0";"354";"220";"4";"1107";"3";"50";"13";"0";"162";"0";"305";"196";"5";"1234";"0"
