system:index,area_ha,class,class_color,class_name_n1,class_name_n4,nome,territory,year,.geo
5_4_1,117.65353964843749,4,7dc975,Floresta,Formação Savânica,Rio Branco-Brasiléia,5,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_2,14548.308426965272,6,007785,Floresta,Floresta Alagável,Rio Branco-Brasiléia,5,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_3,888.8980579589852,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Rio Branco-Brasiléia,5,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_4,1642.6013138183584,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Rio Branco-Brasiléia,5,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_5,433378.57898722123,15,edde8e,Agropecuária,Pastagem,Rio Branco-Brasiléia,5,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_6,4806.084855310139,24,d4271e,Área não Vegetada,Área Urbanizada,Rio Branco-Brasiléia,5,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_7,17040.962218609733,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Rio Branco-Brasiléia,5,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_8,8181.041431530776,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Rio Branco-Brasiléia,5,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_0,843596.5545272533,3,1f8d49,Floresta,Formação Florestal,Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_1,24.93972672119141,4,7dc975,Floresta,Formação Savânica,Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_2,163663.65934135692,5,04381d,Floresta,Mangue,Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_3,123035.94805401635,6,007785,Floresta,Floresta Alagável,Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_4,23454.051658470893,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_5,7139.257755786139,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_6,133396.8038115046,15,edde8e,Agropecuária,Pastagem,Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_7,1845.7575323669416,23,ffa07a,Área não Vegetada,"Praia, Duna e Areal",Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_8,8476.805421972615,24,d4271e,Área não Vegetada,Área Urbanizada,Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_9,6073.665713220225,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_10,129.964546936035,30,9c0027,Área não Vegetada,Mineração,Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_11,1799.9123663085916,32,fc8114,Vegetação Herbácea e Arbustiva,Apicum,Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_12,148438.8395199628,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_13,545.3260469543454,35,9065d0,Agropecuária,Dendê,Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_14,16.089430743408204,41,f54ca9,Agropecuária,Outras Lavouras Temporárias,Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_15,381.558868109131,48,e6ccff,Agropecuária,Outras Lavouras Perenes,Salgado-Bragantino,6,1990,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_0,2.0985654485719338E7,3,1f8d49,Floresta,Formação Florestal,Altamira,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_1,174454.1970711971,4,7dc975,Floresta,Formação Savânica,Altamira,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_2,802236.6436990518,6,007785,Floresta,Floresta Alagável,Altamira,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_3,1.427634484863281,9,7a5900,Agropecuária,Silvicultura,Altamira,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_4,16363.358808880454,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Altamira,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_5,17507.880614843798,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Altamira,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_6,332322.0180530399,15,edde8e,Agropecuária,Pastagem,Altamira,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_7,2847.833713262939,24,d4271e,Área não Vegetada,Área Urbanizada,Altamira,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_8,6073.0755161376655,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Altamira,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_9,18207.686171813937,29,ffaa5f,Vegetação Herbácea e Arbustiva,Afloramento Rochoso,Altamira,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_10,1443.1566018981907,30,9c0027,Área não Vegetada,Mineração,Altamira,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_11,262079.49141873347,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Altamira,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_12,14.45590378417969,35,9065d0,Agropecuária,Dendê,Altamira,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_13,69.94176611328145,41,f54ca9,Agropecuária,Outras Lavouras Temporárias,Altamira,1,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1_0,1.248642142218375E7,3,1f8d49,Floresta,Formação Florestal,Juruá-Tefé,2,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1_1,28.90434552612304,4,7dc975,Floresta,Formação Savânica,Juruá-Tefé,2,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1_2,2317572.0962718725,6,007785,Floresta,Floresta Alagável,Juruá-Tefé,2,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1_3,25016.00249468419,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Juruá-Tefé,2,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1_4,458.40585101928644,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Juruá-Tefé,2,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1_5,34976.966695391515,15,edde8e,Agropecuária,Pastagem,Juruá-Tefé,2,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1_6,1553.2223705749507,24,d4271e,Área não Vegetada,Área Urbanizada,Juruá-Tefé,2,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1_7,2572.277845892337,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Juruá-Tefé,2,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1_8,375059.4278378767,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Juruá-Tefé,2,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_0,3253610.4795101886,3,1f8d49,Floresta,Formação Florestal,Macapá,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_1,1012.2019552917479,4,7dc975,Floresta,Formação Savânica,Macapá,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_2,94095.37455646749,5,04381d,Floresta,Mangue,Macapá,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_3,651083.7250601546,6,007785,Floresta,Floresta Alagável,Macapá,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_4,24393.67685860628,9,7a5900,Agropecuária,Silvicultura,Macapá,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_5,1469814.8031542287,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Macapá,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_6,16797.16898075572,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Macapá,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_7,25681.629153192607,15,edde8e,Agropecuária,Pastagem,Macapá,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_8,8616.700628319028,24,d4271e,Área não Vegetada,Área Urbanizada,Macapá,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_9,2995.161537829673,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Macapá,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_10,0.62539072265625,29,ffaa5f,Vegetação Herbácea e Arbustiva,Afloramento Rochoso,Macapá,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_11,181.91272482299743,30,9c0027,Área não Vegetada,Mineração,Macapá,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_12,7.954647906494137,31,091077,Corpo D'água,Aquicultura,Macapá,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_13,386363.9084854324,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Macapá,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_14,47.641153936767665,41,f54ca9,Agropecuária,Outras Lavouras Temporárias,Macapá,3,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_3_0,3361620.8407660928,3,1f8d49,Floresta,Formação Florestal,Portel,4,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_3_1,35.1965965270996,4,7dc975,Floresta,Formação Savânica,Portel,4,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_3_2,774872.8150354058,6,007785,Floresta,Floresta Alagável,Portel,4,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_3_3,8.57967391357422,9,7a5900,Agropecuária,Silvicultura,Portel,4,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_3_4,37022.31245835079,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Portel,4,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_3_5,1366.7402023437496,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Portel,4,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_3_6,22447.273679431248,15,edde8e,Agropecuária,Pastagem,Portel,4,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_3_7,446.71963522949267,24,d4271e,Área não Vegetada,Área Urbanizada,Portel,4,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_3_8,385.8985366943378,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Portel,4,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_3_9,2.5028487609863275,31,091077,Corpo D'água,Aquicultura,Portel,4,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_3_10,311164.65065533284,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Portel,4,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_3_11,38.65574350585932,35,9065d0,Agropecuária,Dendê,Portel,4,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_4_0,3302838.021202802,3,1f8d49,Floresta,Formação Florestal,Rio Branco-Brasiléia,5,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_4_1,103.84402266845697,4,7dc975,Floresta,Formação Savânica,Rio Branco-Brasiléia,5,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_4_2,14560.916113476498,6,007785,Floresta,Floresta Alagável,Rio Branco-Brasiléia,5,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_4_3,966.488330969239,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Rio Branco-Brasiléia,5,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_4_4,1646.9993217407214,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Rio Branco-Brasiléia,5,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_4_5,461580.99384436663,15,edde8e,Agropecuária,Pastagem,Rio Branco-Brasiléia,5,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_4_6,4948.476118463159,24,d4271e,Área não Vegetada,Área Urbanizada,Rio Branco-Brasiléia,5,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_4_7,16765.23860507823,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Rio Branco-Brasiléia,5,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_4_8,8138.621703338646,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Rio Branco-Brasiléia,5,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_0,817262.9447446704,3,1f8d49,Floresta,Formação Florestal,Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_1,32.18038652954101,4,7dc975,Floresta,Formação Savânica,Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_2,164487.20230538835,5,04381d,Floresta,Mangue,Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_3,121306.13479091848,6,007785,Floresta,Floresta Alagável,Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_4,23242.023230754738,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_5,6914.6250479736755,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_6,161228.3073170521,15,edde8e,Agropecuária,Pastagem,Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_7,1772.8135539489735,23,ffa07a,Área não Vegetada,"Praia, Duna e Areal",Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_8,8824.783826464818,24,d4271e,Área não Vegetada,Área Urbanizada,Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_9,5387.7450535583575,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_10,169.20411239624002,30,9c0027,Área não Vegetada,Mineração,Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_11,2108.823270275878,32,fc8114,Vegetação Herbácea e Arbustiva,Apicum,Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_12,148742.30962526568,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_13,171.16968983764656,35,9065d0,Agropecuária,Dendê,Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_14,13.139641729736331,41,f54ca9,Agropecuária,Outras Lavouras Temporárias,Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_15,381.55884862670905,48,e6ccff,Agropecuária,Outras Lavouras Perenes,Salgado-Bragantino,6,1991,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_0,2.0944164395062007E7,3,1f8d49,Floresta,Formação Florestal,Altamira,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_1,174135.46676561268,4,7dc975,Floresta,Formação Savânica,Altamira,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_2,799994.3790749119,6,007785,Floresta,Floresta Alagável,Altamira,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_3,1.427634484863281,9,7a5900,Agropecuária,Silvicultura,Altamira,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_4,16612.29512599471,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Altamira,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_5,17338.249719000254,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Altamira,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_6,374727.4111202519,15,edde8e,Agropecuária,Pastagem,Altamira,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_7,2904.3157057189933,24,d4271e,Área não Vegetada,Área Urbanizada,Altamira,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_8,6991.824383721882,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Altamira,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_9,18212.927598168913,29,ffaa5f,Vegetação Herbácea e Arbustiva,Afloramento Rochoso,Altamira,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_10,1641.1177271484344,30,9c0027,Área não Vegetada,Mineração,Altamira,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_11,262444.04395341955,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Altamira,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_12,0.35695205078125003,35,9065d0,Agropecuária,Dendê,Altamira,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_13,74.56128713989276,41,f54ca9,Agropecuária,Outras Lavouras Temporárias,Altamira,1,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_1_0,1.2485540722584756E7,3,1f8d49,Floresta,Formação Florestal,Juruá-Tefé,2,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_1_1,31.13401002197265,4,7dc975,Floresta,Formação Savânica,Juruá-Tefé,2,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_1_2,2320960.570725866,6,007785,Floresta,Floresta Alagável,Juruá-Tefé,2,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_1_3,26990.434883874103,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Juruá-Tefé,2,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_1_4,666.9924851745606,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Juruá-Tefé,2,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_1_5,36550.352487561475,15,edde8e,Agropecuária,Pastagem,Juruá-Tefé,2,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_1_6,1584.2267587341278,24,d4271e,Área não Vegetada,Área Urbanizada,Juruá-Tefé,2,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_1_7,2565.3111042846717,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Juruá-Tefé,2,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_1_8,368720.90540002444,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Juruá-Tefé,2,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_0,3253035.094859151,3,1f8d49,Floresta,Formação Florestal,Macapá,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_1,986.2780239624019,4,7dc975,Floresta,Formação Savânica,Macapá,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_2,94474.84448734736,5,04381d,Floresta,Mangue,Macapá,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_3,650453.4459818376,6,007785,Floresta,Floresta Alagável,Macapá,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_4,27989.217927991405,9,7a5900,Agropecuária,Silvicultura,Macapá,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_5,1448128.5768650775,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Macapá,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_6,16657.183258307028,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Macapá,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_7,25875.31911210983,15,edde8e,Agropecuária,Pastagem,Macapá,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_8,8889.18263273837,24,d4271e,Área não Vegetada,Área Urbanizada,Macapá,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_9,3380.4089513244376,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Macapá,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_10,0.62539072265625,29,ffaa5f,Vegetação Herbácea e Arbustiva,Afloramento Rochoso,Macapá,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_11,218.02348304443288,30,9c0027,Área não Vegetada,Mineração,Macapá,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_12,6.882170959472653,31,091077,Corpo D'água,Aquicultura,Macapá,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_13,404458.3438362812,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Macapá,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_14,52.642927130127,41,f54ca9,Agropecuária,Outras Lavouras Temporárias,Macapá,3,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_3_0,3363230.261722826,3,1f8d49,Floresta,Formação Florestal,Portel,4,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_3_1,34.48087498168944,4,7dc975,Floresta,Formação Savânica,Portel,4,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_3_2,773701.3546365291,6,007785,Floresta,Floresta Alagável,Portel,4,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_3_3,8.57967391357422,9,7a5900,Agropecuária,Silvicultura,Portel,4,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_3_4,37442.60461610148,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Portel,4,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_3_5,1371.2508141418448,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Portel,4,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_3_6,20377.493291186544,15,edde8e,Agropecuária,Pastagem,Portel,4,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_3_7,492.82412242432065,24,d4271e,Área não Vegetada,Área Urbanizada,Portel,4,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_3_8,379.1977457641613,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Portel,4,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_3_9,2.5028487609863275,31,091077,Corpo D'água,Aquicultura,Portel,4,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_3_10,312348.96066819946,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Portel,4,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_3_11,37.67416422729488,35,9065d0,Agropecuária,Dendê,Portel,4,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_4_0,3273385.815024749,3,1f8d49,Floresta,Formação Florestal,Rio Branco-Brasiléia,5,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_4_1,100.23800220336909,4,7dc975,Floresta,Formação Savânica,Rio Branco-Brasiléia,5,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_4_2,14476.262222216716,6,007785,Floresta,Floresta Alagável,Rio Branco-Brasiléia,5,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_4_3,948.2688431030282,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Rio Branco-Brasiléia,5,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_4_4,1625.3378419067371,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Rio Branco-Brasiléia,5,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_4_5,491096.73856886284,15,edde8e,Agropecuária,Pastagem,Rio Branco-Brasiléia,5,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_4_6,5125.045556103605,24,d4271e,Área não Vegetada,Área Urbanizada,Rio Branco-Brasiléia,5,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_4_7,16698.265075695967,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Rio Branco-Brasiléia,5,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_4_8,8074.556951910427,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Rio Branco-Brasiléia,5,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_0,801159.3477361454,3,1f8d49,Floresta,Formação Florestal,Salgado-Bragantino,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_1,25.386647216796877,4,7dc975,Floresta,Formação Savânica,Salgado-Bragantino,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_2,164480.40800117643,5,04381d,Floresta,Mangue,Salgado-Bragantino,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_3,120148.62112243682,6,007785,Floresta,Floresta Alagável,Salgado-Bragantino,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_4,23970.227217619944,11,519799,Vegetação Herbácea e Arbustiva,Campo Alagado e Área Pantanosa,Salgado-Bragantino,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_5,6855.811210559128,12,d6bc74,Vegetação Herbácea e Arbustiva,Formação Campestre,Salgado-Bragantino,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_6,178449.43872367596,15,edde8e,Agropecuária,Pastagem,Salgado-Bragantino,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_7,1710.0598376037583,23,ffa07a,Área não Vegetada,"Praia, Duna e Areal",Salgado-Bragantino,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_8,9194.122684069815,24,d4271e,Área não Vegetada,Área Urbanizada,Salgado-Bragantino,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_9,4464.800860473641,25,db4d4f,Área não Vegetada,Outras Áreas não Vegetadas,Salgado-Bragantino,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_10,169.02534396972635,30,9c0027,Área não Vegetada,Mineração,Salgado-Bragantino,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_11,0.4468735229492188,31,091077,Corpo D'água,Aquicultura,Salgado-Bragantino,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_12,2205.8104651672365,32,fc8114,Vegetação Herbácea e Arbustiva,Apicum,Salgado-Bragantino,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_13,148298.42393961534,33,2532e4,Corpo D'água,"Rio, Lago e Oceano",Salgado-Bragantino,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_14,459.78922650146507,35,9065d0,Agropecuária,Dendê,Salgado-Bragantino,6,1992,"{""type"":""MultiPoint"",""coordinates"":[]}"
