Municípios;Código municipal;UF;%
Governador Celso Ramos;4206009;SC;7,26
Governador Dix-Sept Rosado;2404309;RN;sem ocorrência
Governador Edison Lobão;2104552;MA;sem ocorrência
Governador Eugênio Barros;2104602;MA;sem ocorrência
Governador Jorge Teixeira;1101005;RO;sem ocorrência
Governador Lindenberg;3202256;ES;sem ocorrência
Governador Luiz Rocha;2104628;MA;sem ocorrência
Governador Mangabeira;2911600;BA;16,95
Governador Newton Bello;2104651;MA;sem ocorrência
Governador Nunes Freire;2104677;MA;sem ocorrência
Governador Valadares;3127701;MG;0,04
Graça;2304657;CE;sem ocorrência
Graça Aranha;2104701;MA;sem ocorrência
Gracho Cardoso;2802601;SE;sem ocorrência
Grajaú;2104800;MA;sem ocorrência
Gramado;4309100;RS;sem ocorrência
Gramado dos Loureiros;4309126;RS;sem ocorrência
Gramado Xavier;4309159;RS;sem ocorrência
Grandes Rios;4108700;PR;sem ocorrência
Granito;2606309;PE;sem ocorrência
Granja;2304707;CE;35,16
Granjeiro;2304806;CE;sem ocorrência
Grão Mogol;3127800;MG;0,42
Grão-Pará;4206108;SC;0,06
Gravatá;2606408;PE;sem ocorrência
Gravataí;4309209;RS;0,58
Gravatal;4206207;SC;sem ocorrência
Groaíras;2304905;CE;sem ocorrência
Grossos;2404408;RN;sem ocorrência
Grupiara;3127909;MG;sem ocorrência
Guabiju;4309258;RS;sem ocorrência
Guabiruba;4206306;SC;0,03
Guaçuí;3202306;ES;sem ocorrência
Guadalupe;2204501;PI;sem ocorrência
Guaíba;4309308;RS;sem ocorrência
Guaiçara;3517208;SP;sem ocorrência
Guaimbê;3517307;SP;sem ocorrência
Guaíra;3517406;SP;sem ocorrência
Guaíra;4108809;PR;2,43
Guairaçá;4108908;PR;sem ocorrência
Guaiúba;2304954;CE;0
Guajará;1301654;AM;sem ocorrência
Guajará-Mirim;1100106;RO;2,6
Guajeru;2911659;BA;sem ocorrência
Guamaré;2404507;RN;1,97
Guamiranga;4108957;PR;sem ocorrência
Guanambi;2911709;BA;0,03
Guanhães;3128006;MG;0,13
Guapé;3128105;MG;sem ocorrência
Guapiaçu;3517505;SP;sem ocorrência
Guapiara;3517604;SP;sem ocorrência
Guapimirim;3301850;RJ;14,64
Guapirama;4109005;PR;sem ocorrência
Guapó;5209200;GO;sem ocorrência
Guaporé;4309407;RS;sem ocorrência
Guaporema;4109104;PR;sem ocorrência
Guará;3517703;SP;sem ocorrência
Guarabira;2506301;PB;sem ocorrência
Guaraçaí;3517802;SP;sem ocorrência
Guaraci;3517901;SP;sem ocorrência
Guaraci;4109203;PR;sem ocorrência
Guaraciaba;3128204;MG;sem ocorrência
Guaraciaba;4206405;SC;sem ocorrência
Guaraciaba do Norte;2305001;CE;sem ocorrência
Guaraciama;3128253;MG;sem ocorrência
Guaraí;1709302;TO;sem ocorrência
Guaraíta;5209291;GO;sem ocorrência
Guaramiranga;2305100;CE;100
Guaramirim;4206504;SC;0
Guaranésia;3128303;MG;sem ocorrência
Guarani;3128402;MG;sem ocorrência
Guarani d'Oeste;3518008;SP;sem ocorrência
Guarani das Missões;4309506;RS;sem ocorrência
Guarani de Goiás;5209408;GO;12,26
Guaraniaçu;4109302;PR;sem ocorrência
Guarantã;3518107;SP;sem ocorrência
Guarantã do Norte;5104104;MT;sem ocorrência
Guarapari;3202405;ES;12,03
Guarapuava;4109401;PR;1,46
Guaraqueçaba;4109500;PR;100
Guarará;3128501;MG;sem ocorrência
Guararapes;3518206;SP;sem ocorrência
Guararema;3518305;SP;0,03
Guaratinga;2911808;BA;1,95
Guaratinguetá;3518404;SP;1,14
Guaratuba;4109609;PR;26,04
Guarda-Mor;3128600;MG;sem ocorrência
Guareí;3518503;SP;5,03
Guariba;3518602;SP;sem ocorrência
Guaribas;2204550;PI;0,02
Guarinos;5209457;GO;sem ocorrência
Guarujá;3518701;SP;10,08
Guarujá do Sul;4206603;SC;sem ocorrência
Guarulhos;3518800;SP;4,06
Guatambú;4206652;SC;0,4
Guatapará;3518859;SP;sem ocorrência
Guaxupé;3128709;MG;sem ocorrência
Guia Lopes da Laguna;5004106;MS;sem ocorrência
Guidoval;3128808;MG;sem ocorrência
Guimarães;2104909;MA;100
Guimarânia;3128907;MG;sem ocorrência
Guiratinga;5104203;MT;sem ocorrência
Guiricema;3129004;MG;sem ocorrência
Gurinhatã;3129103;MG;0,04
Gurinhém;2506400;PB;sem ocorrência
Gurjão;2506509;PB;sem ocorrência
Gurupá;1503101;PA;11,93
Gurupi;1709500;TO;sem ocorrência
Guzolândia;3518909;SP;sem ocorrência
Harmonia;4309555;RS;sem ocorrência
Heitoraí;5209606;GO;sem ocorrência
Heliodora;3129202;MG;sem ocorrência
Heliópolis;2911857;BA;sem ocorrência
Herculândia;3519006;SP;sem ocorrência
Herval;4307104;RS;sem ocorrência
Herval d'Oeste;4206702;SC;sem ocorrência
Herveiras;4309571;RS;sem ocorrência
Hidrolândia;2305209;CE;sem ocorrência
Hidrolândia;5209705;GO;sem ocorrência
Hidrolina;5209804;GO;sem ocorrência
Holambra;3519055;SP;1,42
Honório Serpa;4109658;PR;sem ocorrência
Horizonte;2305233;CE;sem ocorrência
Horizontina;4309605;RS;0,07
Hortolândia;3519071;SP;sem ocorrência
Hugo Napoleão;2204600;PI;sem ocorrência
Hulha Negra;4309654;RS;sem ocorrência
Humaitá;1301704;AM;0,24
Humaitá;4309704;RS;sem ocorrência
Humberto de Campos;2105005;MA;100
Iacanga;3519105;SP;sem ocorrência
Iaciara;5209903;GO;sem ocorrência
Iacri;3519204;SP;sem ocorrência
Iaçu;2911907;BA;sem ocorrência
Iapu;3129301;MG;sem ocorrência
Iaras;3519253;SP;sem ocorrência
Iati;2606507;PE;sem ocorrência
Ibaiti;4109708;PR;sem ocorrência
Ibarama;4309753;RS;0,48
Ibaretama;2305266;CE;sem ocorrência
Ibaté;3519303;SP;sem ocorrência
Ibateguara;2703007;AL;89,16
Ibatiba;3202454;ES;sem ocorrência
Ibema;4109757;PR;sem ocorrência
Ibertioga;3129400;MG;sem ocorrência
Ibiá;3129509;MG;sem ocorrência
Ibiaçá;4309803;RS;sem ocorrência
Ibiaí;3129608;MG;sem ocorrência
Ibiam;4206751;SC;sem ocorrência
Ibiapina;2305308;CE;0,23
Ibiara;2506608;PB;sem ocorrência
Ibiassucê;2912004;BA;sem ocorrência
Ibicaraí;2912103;BA;0,2
Ibicaré;4206801;SC;sem ocorrência
Ibicoara;2912202;BA;0,37
Ibicuí;2912301;BA;sem ocorrência
Ibicuitinga;2305332;CE;sem ocorrência
Ibimirim;2606606;PE;1,32
Ibipeba;2912400;BA;sem ocorrência
Ibipitanga;2912509;BA;sem ocorrência
Ibiporã;4109807;PR;0
Ibiquera;2912608;BA;sem ocorrência
Ibirá;3519402;SP;sem ocorrência
Ibiracatu;3129657;MG;sem ocorrência
Ibiraci;3129707;MG;sem ocorrência
Ibiraçu;3202504;ES;0,34
Ibiraiaras;4309902;RS;sem ocorrência
Ibirajuba;2606705;PE;sem ocorrência
Ibirama;4206900;SC;sem ocorrência
Ibirapitanga;2912707;BA;9,13
Ibirapuã;2912806;BA;sem ocorrência
Ibirapuitã;4309951;RS;sem ocorrência
Ibirarema;3519501;SP;sem ocorrência
Ibirataia;2912905;BA;sem ocorrência
Ibirité;3129806;MG;2,81
Ibirubá;4310009;RS;sem ocorrência
Ibitiara;2913002;BA;sem ocorrência
Ibitinga;3519600;SP;100
Ibitirama;3202553;ES;0,3
Ibititá;2913101;BA;sem ocorrência
Ibitiúra de Minas;3129905;MG;sem ocorrência
Ibituruna;3130002;MG;sem ocorrência
Ibiúna;3519709;SP;99,04
Ibotirama;2913200;BA;sem ocorrência
Icapuí;2305357;CE;9,24
Içara;4207007;SC;sem ocorrência
Icaraí de Minas;3130051;MG;sem ocorrência
Icaraíma;4109906;PR;14,99
Icatu;2105104;MA;100
Icém;3519808;SP;sem ocorrência
Ichu;2913309;BA;sem ocorrência
Icó;2305407;CE;sem ocorrência
Iconha;3202603;ES;sem ocorrência
Ielmo Marinho;2404606;RN;sem ocorrência
Iepê;3519907;SP;sem ocorrência
Igaci;2703106;AL;sem ocorrência
Igaporã;2913408;BA;sem ocorrência
Igaraçu do Tietê;3520004;SP;sem ocorrência
Igaracy;2502607;PB;sem ocorrência
Igarapava;3520103;SP;sem ocorrência
Igarapé;3130101;MG;sem ocorrência
Igarapé do Meio;2105153;MA;100
Igarapé Grande;2105203;MA;sem ocorrência
Igarapé-Açu;1503200;PA;sem ocorrência
Igarapé-Miri;1503309;PA;sem ocorrência
Igarassu;2606804;PE;2,83
Igaratá;3520202;SP;93,46
Igaratinga;3130200;MG;sem ocorrência
Igrapiúna;2913457;BA;55,14
Igreja Nova;2703205;AL;sem ocorrência
Igrejinha;4310108;RS;sem ocorrência
Iguaba Grande;3301876;RJ;13,48
Iguaí;2913507;BA;24,53
Iguape;3520301;SP;9,69
Iguaraçu;4110003;PR;sem ocorrência
Iguaracy;2606903;PE;sem ocorrência
Iguatama;3130309;MG;sem ocorrência
Iguatemi;5004304;MS;85,46
Iguatu;2305506;CE;sem ocorrência
Iguatu;4110052;PR;sem ocorrência
Ijaci;3130408;MG;sem ocorrência
Ijuí;4310207;RS;sem ocorrência
Ilha Comprida;3520426;SP;100
Ilha das Flores;2802700;SE;sem ocorrência
Ilha de Itamaracá;2607604;PE;100
Ilha Grande;2204659;PI;100
Ilha Solteira;3520442;SP;sem ocorrência
Ilhabela;3520400;SP;0,76
Ilhéus;2913606;BA;15,32
Ilhota;4207106;SC;0,48
Ilicínea;3130507;MG;sem ocorrência
Ilópolis;4310306;RS;sem ocorrência
Imaculada;2506707;PB;sem ocorrência
Imaruí;4207205;SC;sem ocorrência
Imbaú;4110078;PR;sem ocorrência
Imbé;4310330;RS;sem ocorrência
Imbé de Minas;3130556;MG;sem ocorrência
Imbituba;4207304;SC;7,97
Imbituva;4110102;PR;0,08
Imbuia;4207403;SC;sem ocorrência
Imigrante;4310363;RS;sem ocorrência
Imperatriz;2105302;MA;sem ocorrência
Inácio Martins;4110201;PR;81,32
Inaciolândia;5209937;GO;sem ocorrência
Inajá;2607000;PE;sem ocorrência
Inajá;4110300;PR;sem ocorrência
Inconfidentes;3130606;MG;sem ocorrência
Indaiabira;3130655;MG;sem ocorrência
Indaial;4207502;SC;0,03
Indaiatuba;3520509;SP;0,05
Independência;2305605;CE;sem ocorrência
Independência;4310405;RS;sem ocorrência
Indiana;3520608;SP;sem ocorrência
Indianópolis;3130705;MG;sem ocorrência
Indianópolis;4110409;PR;sem ocorrência
Indiaporã;3520707;SP;sem ocorrência
Indiara;5209952;GO;sem ocorrência
Indiaroba;2802809;SE;17,29
Indiavaí;5104500;MT;sem ocorrência
Ingá;2506806;PB;sem ocorrência
Ingaí;3130804;MG;sem ocorrência
Ingazeira;2607109;PE;sem ocorrência
Inhacorá;4310413;RS;sem ocorrência
Inhambupe;2913705;BA;sem ocorrência
Inhangapi;1503408;PA;sem ocorrência
Inhapi;2703304;AL;sem ocorrência
Inhapim;3130903;MG;sem ocorrência
Inhaúma;3131000;MG;sem ocorrência
Inhuma;2204709;PI;sem ocorrência
Inhumas;5210000;GO;sem ocorrência
Inimutaba;3131109;MG;sem ocorrência
Inocência;5004403;MS;93,82
Inúbia Paulista;3520806;SP;sem ocorrência
Iomerê;4207577;SC;sem ocorrência
Ipaba;3131158;MG;sem ocorrência
Ipameri;5210109;GO;sem ocorrência
Ipanema;3131208;MG;sem ocorrência
Ipanguaçu;2404705;RN;sem ocorrência
Ipaporanga;2305654;CE;8,22
Ipatinga;3131307;MG;sem ocorrência
Ipaumirim;2305704;CE;sem ocorrência
Ipaussu;3520905;SP;sem ocorrência
Ipê;4310439;RS;sem ocorrência
Ipecaetá;2913804;BA;sem ocorrência
Iperó;3521002;SP;2,02
Ipeúna;3521101;SP;46,9
Ipiaçu;3131406;MG;sem ocorrência
Ipiaú;2913903;BA;sem ocorrência
Ipiguá;3521150;SP;sem ocorrência
Ipira;4207601;SC;sem ocorrência
Ipirá;2914000;BA;sem ocorrência
Ipiranga;4110508;PR;sem ocorrência
Ipiranga de Goiás;5210158;GO;sem ocorrência
Ipiranga do Norte;5104526;MT;sem ocorrência
Ipiranga do Piauí;2204808;PI;sem ocorrência
Ipiranga do Sul;4310462;RS;sem ocorrência
Ipixuna;1301803;AM;2,99
Ipixuna do Pará;1503457;PA;sem ocorrência
Ipojuca;2607208;PE;1,99
Iporá;5210208;GO;sem ocorrência
Iporã;4110607;PR;sem ocorrência
Iporã do Oeste;4207650;SC;sem ocorrência
Iporanga;3521200;SP;26,74
Ipu;2305803;CE;10,84
Ipuã;3521309;SP;sem ocorrência
Ipuaçu;4207684;SC;sem ocorrência
Ipubi;2607307;PE;36,27
Ipueira;2404804;RN;sem ocorrência
Ipueiras;1709807;TO;sem ocorrência
Ipueiras;2305902;CE;sem ocorrência
Ipuiúna;3131505;MG;2,07
Ipumirim;4207700;SC;sem ocorrência
Ipupiara;2914109;BA;sem ocorrência
Iracema;1400282;RR;sem ocorrência
Iracema;2306009;CE;sem ocorrência
Iracema do Oeste;4110656;PR;sem ocorrência
Iracemápolis;3521408;SP;sem ocorrência
Iraceminha;4207759;SC;sem ocorrência
Iraí;4310504;RS;sem ocorrência
Iraí de Minas;3131604;MG;sem ocorrência
Irajuba;2914208;BA;sem ocorrência
Iramaia;2914307;BA;sem ocorrência
Iranduba;1301852;AM;59,4
Irani;4207809;SC;sem ocorrência
Irapuã;3521507;SP;sem ocorrência
Irapuru;3521606;SP;sem ocorrência
Iraquara;2914406;BA;76,06
Irará;2914505;BA;sem ocorrência
Irati;4110706;PR;0,15
Irati;4207858;SC;sem ocorrência
Irauçuba;2306108;CE;sem ocorrência
Irecê;2914604;BA;sem ocorrência
Iretama;4110805;PR;sem ocorrência
Irineópolis;4207908;SC;sem ocorrência
Irituia;1503507;PA;sem ocorrência
Irupi;3202652;ES;sem ocorrência
Isaías Coelho;2204907;PI;sem ocorrência
Israelândia;5210307;GO;sem ocorrência
Itá;4208005;SC;sem ocorrência
Itaara;4310538;RS;0,31
Itabaiana;2506905;PB;sem ocorrência
Itabaiana;2802908;SE;0,02
Itabaianinha;2803005;SE;sem ocorrência
Itabela;2914653;BA;sem ocorrência
Itaberá;3521705;SP;sem ocorrência
Itaberaba;2914703;BA;0,04
Itaberaí;5210406;GO;sem ocorrência
Itabi;2803104;SE;sem ocorrência
Itabira;3131703;MG;9,9
Itabirinha;3131802;MG;sem ocorrência
Itabirito;3131901;MG;5,85
Itaboraí;3301900;RJ;0,27
Itabuna;2914802;BA;sem ocorrência
Itacajá;1710508;TO;sem ocorrência
Itacambira;3132008;MG;sem ocorrência
Itacarambi;3132107;MG;17,59
Itacaré;2914901;BA;76,26
Itacoatiara;1301902;AM;sem ocorrência
Itacuruba;2607406;PE;sem ocorrência
Itacurubi;4310553;RS;sem ocorrência
Itaeté;2915007;BA;0,01
Itagi;2915106;BA;sem ocorrência
Itagibá;2915205;BA;sem ocorrência
Itagimirim;2915304;BA;sem ocorrência
Itaguaçu;3202702;ES;sem ocorrência
Itaguaçu da Bahia;2915353;BA;sem ocorrência
Itaguaí;3302007;RJ;1,81
Itaguajé;4110904;PR;sem ocorrência
Itaguara;3132206;MG;sem ocorrência
Itaguari;5210562;GO;sem ocorrência
Itaguaru;5210604;GO;sem ocorrência
Itaguatins;1710706;TO;sem ocorrência
Itaí;3521804;SP;sem ocorrência
Itaíba;2607505;PE;sem ocorrência
Itaiçaba;2306207;CE;sem ocorrência
Itainópolis;2205003;PI;sem ocorrência
Itaiópolis;4208104;SC;0,04
Itaipava do Grajaú;2105351;MA;sem ocorrência
Itaipé;3132305;MG;100
Itaipulândia;4110953;PR;sem ocorrência
Itaitinga;2306256;CE;sem ocorrência
Itaituba;1503606;PA;2,38
Itajá;2404853;RN;sem ocorrência
Itajá;5210802;GO;sem ocorrência
Itajaí;4208203;SC;0,15
Itajobi;3521903;SP;sem ocorrência
Itaju;3522000;SP;sem ocorrência
Itaju do Colônia;2915403;BA;sem ocorrência
Itajubá;3132404;MG;0,06
Itajuípe;2915502;BA;98,88
Italva;3302056;RJ;sem ocorrência
Itamaraju;2915601;BA;sem ocorrência
Itamarandiba;3132503;MG;0,25
Itamarati;1301951;AM;sem ocorrência
Itamarati de Minas;3132602;MG;sem ocorrência
Itamari;2915700;BA;0,96
Itambacuri;3132701;MG;sem ocorrência
Itambaracá;4111001;PR;sem ocorrência
Itambé;2607653;PE;sem ocorrência
Itambé;2915809;BA;sem ocorrência
Itambé;4111100;PR;sem ocorrência
Itambé do Mato Dentro;3132800;MG;100
Itamogi;3132909;MG;sem ocorrência
Itamonte;3133006;MG;13,53
Itanagra;2915908;BA;3,94
Itanhaém;3522109;SP;0,09
Itanhandu;3133105;MG;0,01
Itanhangá;5104542;MT;sem ocorrência
Itanhém;2916005;BA;sem ocorrência
Itanhomi;3133204;MG;sem ocorrência
Itaobim;3133303;MG;sem ocorrência
Itaoca;3522158;SP;sem ocorrência
Itaocara;3302106;RJ;sem ocorrência
Itapaci;5210901;GO;sem ocorrência
Itapagipe;3133402;MG;sem ocorrência
Itapajé;2306306;CE;sem ocorrência
Itaparica;2916104;BA;100
Itapé;2916203;BA;sem ocorrência
Itapebi;2916302;BA;sem ocorrência
Itapecerica;3133501;MG;sem ocorrência
Itapecerica da Serra;3522208;SP;sem ocorrência
Itapecuru Mirim;2105401;MA;0,91
Itapejara d'Oeste;4111209;PR;sem ocorrência
Itapema;4208302;SC;0,19
Itapemirim;3202801;ES;43,48
Itaperuçu;4111258;PR;sem ocorrência
Itaperuna;3302205;RJ;0,19
Itapetim;2607703;PE;sem ocorrência
Itapetinga;2916401;BA;sem ocorrência
Itapetininga;3522307;SP;sem ocorrência
Itapeva;3133600;MG;100
Itapeva;3522406;SP;sem ocorrência
Itapevi;3522505;SP;sem ocorrência
Itapicuru;2916500;BA;sem ocorrência
Itapipoca;2306405;CE;sem ocorrência
Itapira;3522604;SP;sem ocorrência
Itapiranga;1302009;AM;6,99
Itapiranga;4208401;SC;sem ocorrência
Itapirapuã;5211008;GO;sem ocorrência
Itapirapuã Paulista;3522653;SP;sem ocorrência
Itapiratins;1710904;TO;sem ocorrência
Itapissuma;2607752;PE;99,29
Itapitanga;2916609;BA;sem ocorrência
Itapiúna;2306504;CE;sem ocorrência
Itapoá;4208450;SC;sem ocorrência
Itápolis;3522703;SP;sem ocorrência
Itaporã;5004502;MS;sem ocorrência
Itaporã do Tocantins;1711100;TO;sem ocorrência
Itaporanga;2507002;PB;sem ocorrência
Itaporanga;3522802;SP;9,9
Itaporanga d'Ajuda;2803203;SE;8,04
Itapororoca;2507101;PB;sem ocorrência
Itapuã do Oeste;1101104;RO;0,14
Itapuca;4310579;RS;sem ocorrência
Itapuí;3522901;SP;sem ocorrência
Itapura;3523008;SP;sem ocorrência
Itapuranga;5211206;GO;sem ocorrência
Itaquaquecetuba;3523107;SP;1,65
Itaquara;2916708;BA;sem ocorrência
Itaqui;4310603;RS;sem ocorrência
Itaquiraí;5004601;MS;24,2
Itaquitinga;2607802;PE;sem ocorrência
Itarana;3202900;ES;sem ocorrência
Itarantim;2916807;BA;sem ocorrência
Itararé;3523206;SP;sem ocorrência
Itarema;2306553;CE;sem ocorrência
Itariri;3523305;SP;12,52
Itarumã;5211305;GO;sem ocorrência
Itati;4310652;RS;15,09
Itatiaia;3302254;RJ;6,31
Itatiaiuçu;3133709;MG;sem ocorrência
Itatiba;3523404;SP;sem ocorrência
Itatiba do Sul;4310702;RS;sem ocorrência
Itatim;2916856;BA;sem ocorrência
Itatinga;3523503;SP;2,9
Itatira;2306603;CE;sem ocorrência
Itatuba;2507200;PB;sem ocorrência
Itaú;2404903;RN;sem ocorrência
Itaú de Minas;3133758;MG;sem ocorrência
Itaúba;5104559;MT;sem ocorrência
Itaubal;1600253;AP;sem ocorrência
Itauçu;5211404;GO;sem ocorrência
Itaueira;2205102;PI;sem ocorrência
Itaúna;3133808;MG;sem ocorrência
Itaúna do Sul;4111308;PR;sem ocorrência
Itaverava;3133907;MG;sem ocorrência
Itinga;3134004;MG;sem ocorrência
Itinga do Maranhão;2105427;MA;sem ocorrência
Itiquira;5104609;MT;sem ocorrência
Itirapina;3523602;SP;100
Itirapuã;3523701;SP;sem ocorrência
Itiruçu;2916906;BA;sem ocorrência
Itiúba;2917003;BA;sem ocorrência
Itobi;3523800;SP;sem ocorrência
Itororó;2917102;BA;sem ocorrência
Itu;3523909;SP;0,8
Ituaçu;2917201;BA;sem ocorrência
Ituberá;2917300;BA;49,85
Itueta;3134103;MG;sem ocorrência
Ituiutaba;3134202;MG;0,02
Itumbiara;5211503;GO;sem ocorrência
Itumirim;3134301;MG;sem ocorrência
Itupeva;3524006;SP;3,1
Itupiranga;1503705;PA;1,96
Ituporanga;4208500;SC;sem ocorrência
Iturama;3134400;MG;sem ocorrência
Itutinga;3134509;MG;sem ocorrência
Ituverava;3524105;SP;sem ocorrência
Iuiu;2917334;BA;sem ocorrência
Iúna;3203007;ES;0,23
Ivaí;4111407;PR;sem ocorrência
Ivaiporã;4111506;PR;sem ocorrência
Ivaté;4111555;PR;0,63
Ivatuba;4111605;PR;sem ocorrência
Ivinhema;5004700;MS;2,79
Ivolândia;5211602;GO;sem ocorrência
Ivorá;4310751;RS;sem ocorrência
Ivoti;4310801;RS;sem ocorrência
Jaboatão dos Guararapes;2607901;PE;0,14
Jaborá;4208609;SC;sem ocorrência
Jaborandi;2917359;BA;0,69
Jaborandi;3524204;SP;sem ocorrência
Jaboti;4111704;PR;sem ocorrência
Jaboticaba;4310850;RS;sem ocorrência
Jaboticabal;3524303;SP;sem ocorrência
Jaboticatubas;3134608;MG;4,71
Jaçanã;2405009;RN;sem ocorrência
Jacaraci;2917409;BA;sem ocorrência
Jacaraú;2507309;PB;sem ocorrência
Jacaré dos Homens;2703403;AL;sem ocorrência
Jacareacanga;1503754;PA;6,01
Jacareí;3524402;SP;0,48
Jacarezinho;4111803;PR;sem ocorrência
Jaci;3524501;SP;sem ocorrência
Jaciara;5104807;MT;sem ocorrência
Jacinto;3134707;MG;sem ocorrência
Jacinto Machado;4208708;SC;sem ocorrência
Jacobina;2917508;BA;sem ocorrência
Jacobina do Piauí;2205151;PI;sem ocorrência
Jacuí;3134806;MG;sem ocorrência
Jacuípe;2703502;AL;sem ocorrência
Jacuizinho;4310876;RS;sem ocorrência
Jacundá;1503804;PA;3,86
Jacupiranga;3524600;SP;1,34
Jacutinga;3134905;MG;sem ocorrência
Jacutinga;4310900;RS;sem ocorrência
Jaguapitã;4111902;PR;sem ocorrência
Jaguaquara;2917607;BA;0,08
Jaguaraçu;3135001;MG;sem ocorrência
Jaguarão;4311007;RS;sem ocorrência
Jaguarari;2917706;BA;sem ocorrência
Jaguaré;3203056;ES;sem ocorrência
Jaguaretama;2306702;CE;sem ocorrência
Jaguari;4311106;RS;sem ocorrência
Jaguariaíva;4112009;PR;71,77
Jaguaribara;2306801;CE;1,32
Jaguaribe;2306900;CE;sem ocorrência
Jaguaripe;2917805;BA;3,25
Jaguariúna;3524709;SP;97,22
Jaguaruana;2307007;CE;sem ocorrência
Jaguaruna;4208807;SC;29,11
Jaíba;3135050;MG;1,72
Jaicós;2205201;PI;sem ocorrência
Jales;3524808;SP;sem ocorrência
Jambeiro;3524907;SP;13,32
Jampruca;3135076;MG;sem ocorrência
Janaúba;3135100;MG;sem ocorrência
Jandaia;5211701;GO;sem ocorrência
Jandaia do Sul;4112108;PR;sem ocorrência
Jandaíra;2405108;RN;sem ocorrência
Jandaíra;2917904;BA;45,28
Jandira;3525003;SP;sem ocorrência
Janduís;2405207;RN;sem ocorrência
Jangada;5104906;MT;sem ocorrência
Janiópolis;4112207;PR;sem ocorrência
Januária;3135209;MG;11,73
Januário Cicco;2405306;RN;sem ocorrência
Japaraíba;3135308;MG;sem ocorrência
Japaratinga;2703601;AL;sem ocorrência
Japaratuba;2803302;SE;sem ocorrência
Japeri;3302270;RJ;35,14
Japi;2405405;RN;sem ocorrência
Japira;4112306;PR;sem ocorrência
Japoatã;2803401;SE;sem ocorrência
Japonvar;3135357;MG;sem ocorrência
Japorã;5004809;MS;99,94
Japurá;1302108;AM;10,69
Japurá;4112405;PR;sem ocorrência
Jaqueira;2607950;PE;sem ocorrência
Jaquirana;4311122;RS;sem ocorrência
Jaraguá;5211800;GO;0,07
Jaraguá do Sul;4208906;SC;sem ocorrência
Jaraguari;5004908;MS;sem ocorrência
Jaramataia;2703700;AL;sem ocorrência
Jardim;2307106;CE;97,58
Jardim;5005004;MS;sem ocorrência
Jardim Alegre;4112504;PR;sem ocorrência
Jardim de Angicos;2405504;RN;sem ocorrência
Jardim de Piranhas;2405603;RN;sem ocorrência
Jardim do Mulato;2205250;PI;sem ocorrência
Jardim do Seridó;2405702;RN;sem ocorrência
Jardim Olinda;4112603;PR;sem ocorrência
Jardinópolis;3525102;SP;sem ocorrência
