Municípios;Código municipal;UF;%
Limoeiro do Ajuru;1504000;PA;8,5
Limoeiro do Norte;2307601;CE;sem ocorrência
Lindoeste;4113452;PR;sem ocorrência
Lindóia;3527009;SP;sem ocorrência
Lindóia do Sul;4209854;SC;sem ocorrência
Lindolfo Collor;4311627;RS;sem ocorrência
Linha Nova;4311643;RS;sem ocorrência
Linhares;3203205;ES;0,07
Lins;3527108;SP;sem ocorrência
Livramento;2508505;PB;sem ocorrência
Livramento de Nossa Senhora;2919504;BA;sem ocorrência
Lizarda;1712405;TO;sem ocorrência
Loanda;4113502;PR;sem ocorrência
Lobato;4113601;PR;sem ocorrência
Logradouro;2508554;PB;sem ocorrência
Londrina;4113700;PR;sem ocorrência
Lontra;3138658;MG;sem ocorrência
Lontras;4209904;SC;sem ocorrência
Lorena;3527207;SP;0,01
Loreto;2106102;MA;sem ocorrência
Lourdes;3527256;SP;sem ocorrência
Louveira;3527306;SP;sem ocorrência
Lucas do Rio Verde;5105259;MT;0,01
Lucélia;3527405;SP;sem ocorrência
Lucena;2508604;PB;sem ocorrência
Lucianópolis;3527504;SP;sem ocorrência
Luciara;5105309;MT;sem ocorrência
Lucrécia;2406908;RN;sem ocorrência
Luís Antônio;3527603;SP;sem ocorrência
Luís Correia;2205706;PI;36,19
Luís Domingues;2106201;MA;90,18
Luís Eduardo Magalhães;2919553;BA;85,97
Luís Gomes;2407005;RN;sem ocorrência
Luisburgo;3138674;MG;sem ocorrência
Luislândia;3138682;MG;sem ocorrência
Luiz Alves;4210001;SC;sem ocorrência
Luiziana;4113734;PR;sem ocorrência
Luiziânia;3527702;SP;sem ocorrência
Luminárias;3138708;MG;sem ocorrência
Lunardelli;4113759;PR;sem ocorrência
Lupércio;3527801;SP;sem ocorrência
Lupionópolis;4113809;PR;sem ocorrência
Lutécia;3527900;SP;sem ocorrência
Luz;3138807;MG;sem ocorrência
Luzerna;4210035;SC;sem ocorrência
Luziânia;5212501;GO;sem ocorrência
Luzilândia;2205805;PI;sem ocorrência
Luzinópolis;1712454;TO;sem ocorrência
Macaé;3302403;RJ;0,3
Macaíba;2407104;RN;sem ocorrência
Macajuba;2919603;BA;sem ocorrência
Maçambará;4311718;RS;sem ocorrência
Macambira;2803708;SE;sem ocorrência
Macapá;1600303;AP;0,99
Macaparana;2609006;PE;0,1
Macarani;2919702;BA;sem ocorrência
Macatuba;3528007;SP;sem ocorrência
Macau;2407203;RN;15,23
Macaubal;3528106;SP;sem ocorrência
Macaúbas;2919801;BA;sem ocorrência
Macedônia;3528205;SP;sem ocorrência
Maceió;2704302;AL;10,07
Machacalis;3138906;MG;sem ocorrência
Machadinho;4311700;RS;sem ocorrência
Machadinho D'Oeste;1100130;RO;1,61
Machado;3139003;MG;88,73
Machados;2609105;PE;sem ocorrência
Macieira;4210050;SC;sem ocorrência
Macuco;3302452;RJ;sem ocorrência
Macururé;2919900;BA;sem ocorrência
Madalena;2307635;CE;sem ocorrência
Madeiro;2205854;PI;sem ocorrência
Madre de Deus;2919926;BA;100
Madre de Deus de Minas;3139102;MG;sem ocorrência
Mãe d'Água;2508703;PB;sem ocorrência
Mãe do Rio;1504059;PA;sem ocorrência
Maetinga;2919959;BA;sem ocorrência
Mafra;4210100;SC;sem ocorrência
Magalhães Barata;1504109;PA;0,16
Magalhães de Almeida;2106300;MA;sem ocorrência
Magda;3528304;SP;sem ocorrência
Magé;3302502;RJ;27,07
Maiquinique;2920007;BA;sem ocorrência
Mairi;2920106;BA;sem ocorrência
Mairinque;3528403;SP;4,4
Mairiporã;3528502;SP;99,44
Mairipotaba;5212600;GO;sem ocorrência
Major Gercino;4210209;SC;sem ocorrência
Major Isidoro;2704401;AL;sem ocorrência
Major Sales;2407252;RN;sem ocorrência
Major Vieira;4210308;SC;sem ocorrência
Malacacheta;3139201;MG;7,08
Malhada;2920205;BA;0,05
Malhada de Pedras;2920304;BA;sem ocorrência
Malhada dos Bois;2803807;SE;sem ocorrência
Malhador;2803906;SE;sem ocorrência
Mallet;4113908;PR;0,78
Malta;2508802;PB;sem ocorrência
Mamanguape;2508901;PB;0,02
Mambaí;5212709;GO;100
Mamborê;4114005;PR;sem ocorrência
Mamonas;3139250;MG;1,88
Mampituba;4311734;RS;sem ocorrência
Manacapuru;1302504;AM;11,65
Manaíra;2509008;PB;sem ocorrência
Manaquiri;1302553;AM;sem ocorrência
Manari;2609154;PE;sem ocorrência
Manaus;1302603;AM;5,72
Mâncio Lima;1200336;AC;3,51
Mandaguaçu;4114104;PR;sem ocorrência
Mandaguari;4114203;PR;sem ocorrência
Mandirituba;4114302;PR;sem ocorrência
Manduri;3528601;SP;sem ocorrência
Manfrinópolis;4114351;PR;sem ocorrência
Manga;3139300;MG;sem ocorrência
Mangaratiba;3302601;RJ;7,41
Mangueirinha;4114401;PR;sem ocorrência
Manhuaçu;3139409;MG;sem ocorrência
Manhumirim;3139508;MG;sem ocorrência
Manicoré;1302702;AM;3,62
Manoel Emídio;2205904;PI;sem ocorrência
Manoel Ribas;4114500;PR;sem ocorrência
Manoel Urbano;1200344;AC;0,56
Manoel Viana;4311759;RS;sem ocorrência
Manoel Vitorino;2920403;BA;sem ocorrência
Mansidão;2920452;BA;6,86
Mantena;3139607;MG;sem ocorrência
Mantenópolis;3203304;ES;sem ocorrência
Maquiné;4311775;RS;sem ocorrência
Mar de Espanha;3139805;MG;sem ocorrência
Mar Vermelho;2704906;AL;sem ocorrência
Mara Rosa;5212808;GO;sem ocorrência
Maraã;1302801;AM;30,67
Marabá;1504208;PA;0,01
Marabá Paulista;3528700;SP;sem ocorrência
Maracaçumé;2106326;MA;sem ocorrência
Maracaí;3528809;SP;sem ocorrência
Maracajá;4210407;SC;sem ocorrência
Maracaju;5005400;MS;sem ocorrência
Maracanã;1504307;PA;11,7
Maracanaú;2307650;CE;0,86
Maracás;2920502;BA;sem ocorrência
Maragogi;2704500;AL;0,65
Maragogipe;2920601;BA;17,83
Maraial;2609204;PE;sem ocorrência
Marajá do Sena;2106359;MA;sem ocorrência
Maranguape;2307700;CE;0,31
Maranhãozinho;2106375;MA;sem ocorrência
Marapanim;1504406;PA;1,69
Marapoama;3528858;SP;sem ocorrência
Maratá;4311791;RS;sem ocorrência
Marataízes;3203320;ES;3,93
Marau;4311809;RS;sem ocorrência
Maraú;2920700;BA;83,47
Maravilha;2704609;AL;96,53
Maravilha;4210506;SC;sem ocorrência
Maravilhas;3139706;MG;sem ocorrência
Marcação;2509057;PB;28,54
Marcelândia;5105580;MT;sem ocorrência
Marcelino Ramos;4311908;RS;sem ocorrência
Marcelino Vieira;2407302;RN;sem ocorrência
Marcionílio Souza;2920809;BA;sem ocorrência
Marco;2307809;CE;sem ocorrência
Marcolândia;2205953;PI;99,84
Marcos Parente;2206001;PI;sem ocorrência
Marechal Cândido Rondon;4114609;PR;sem ocorrência
Marechal Deodoro;2704708;AL;32,15
Marechal Floriano;3203346;ES;sem ocorrência
Marechal Thaumaturgo;1200351;AC;43,74
Marema;4210555;SC;sem ocorrência
Mari;2509107;PB;sem ocorrência
Maria da Fé;3139904;MG;0,01
Maria Helena;4114708;PR;sem ocorrência
Marialva;4114807;PR;sem ocorrência
Mariana;3140001;MG;0,46
Mariana Pimentel;4311981;RS;sem ocorrência
Mariano Moro;4312005;RS;sem ocorrência
Marianópolis do Tocantins;1712504;TO;100
Mariápolis;3528908;SP;sem ocorrência
Maribondo;2704807;AL;sem ocorrência
Maricá;3302700;RJ;0,95
Marilac;3140100;MG;sem ocorrência
Marilândia;3203353;ES;sem ocorrência
Marilândia do Sul;4114906;PR;sem ocorrência
Marilena;4115002;PR;4,45
Marília;3529005;SP;sem ocorrência
Mariluz;4115101;PR;sem ocorrência
Maringá;4115200;PR;sem ocorrência
Marinópolis;3529104;SP;sem ocorrência
Mário Campos;3140159;MG;2,4
Mariópolis;4115309;PR;sem ocorrência
Maripá;4115358;PR;sem ocorrência
Maripá de Minas;3140209;MG;sem ocorrência
Marituba;1504422;PA;0,02
Marizópolis;2509156;PB;sem ocorrência
Marliéria;3140308;MG;0,3
Marmeleiro;4115408;PR;sem ocorrência
Marmelópolis;3140407;MG;100
Marques de Souza;4312054;RS;sem ocorrência
Marquinho;4115457;PR;sem ocorrência
Martinho Campos;3140506;MG;sem ocorrência
Martinópole;2307908;CE;sem ocorrência
Martinópolis;3529203;SP;sem ocorrência
Martins;2407401;RN;sem ocorrência
Martins Soares;3140530;MG;sem ocorrência
Maruim;2804003;SE;sem ocorrência
Marumbi;4115507;PR;sem ocorrência
Marzagão;5212907;GO;0,04
Mascote;2920908;BA;sem ocorrência
Massapê;2308005;CE;2,89
Massapê do Piauí;2206050;PI;sem ocorrência
Massaranduba;2509206;PB;sem ocorrência
Massaranduba;4210605;SC;sem ocorrência
Mata;4312104;RS;sem ocorrência
Mata de São João;2921005;BA;41,01
Mata Grande;2705002;AL;sem ocorrência
Mata Roma;2106409;MA;sem ocorrência
Mata Verde;3140555;MG;sem ocorrência
Matão;3529302;SP;sem ocorrência
Mataraca;2509305;PB;sem ocorrência
Mateiros;1712702;TO;96,62
Matelândia;4115606;PR;sem ocorrência
Materlândia;3140605;MG;sem ocorrência
Mateus Leme;3140704;MG;sem ocorrência
Mathias Lobato;3171501;MG;sem ocorrência
Matias Barbosa;3140803;MG;sem ocorrência
Matias Cardoso;3140852;MG;3,17
Matias Olímpio;2206100;PI;sem ocorrência
Matina;2921054;BA;sem ocorrência
Matinha;2106508;MA;76,37
Matinhas;2509339;PB;sem ocorrência
Matinhos;4115705;PR;1,54
Matipó;3140902;MG;sem ocorrência
Mato Castelhano;4312138;RS;2,86
Mato Grosso;2509370;PB;sem ocorrência
Mato Leitão;4312153;RS;sem ocorrência
Mato Queimado;4312179;RS;sem ocorrência
Mato Rico;4115739;PR;sem ocorrência
Mato Verde;3141009;MG;0,02
Matões;2106607;MA;sem ocorrência
Matões do Norte;2106631;MA;5,12
Matos Costa;4210704;SC;sem ocorrência
Matozinhos;3141108;MG;13,17
Matrinchã;5212956;GO;sem ocorrência
Matriz de Camaragibe;2705101;AL;0,01
Matupá;5105606;MT;sem ocorrência
Maturéia;2509396;PB;sem ocorrência
Matutina;3141207;MG;sem ocorrência
Mauá;3529401;SP;sem ocorrência
Mauá da Serra;4115754;PR;sem ocorrência
Maués;1302900;AM;6,39
Maurilândia;5213004;GO;sem ocorrência
Maurilândia do Tocantins;1712801;TO;sem ocorrência
Mauriti;2308104;CE;sem ocorrência
Maxaranguape;2407500;RN;sem ocorrência
Maximiliano de Almeida;4312203;RS;sem ocorrência
Mazagão;1600402;AP;13,16
Medeiros;3141306;MG;sem ocorrência
Medeiros Neto;2921104;BA;sem ocorrência
Medianeira;4115804;PR;sem ocorrência
Medicilândia;1504455;PA;sem ocorrência
Medina;3141405;MG;sem ocorrência
Meleiro;4210803;SC;sem ocorrência
Melgaço;1504505;PA;10,34
Mendes;3302809;RJ;0,13
Mendes Pimentel;3141504;MG;sem ocorrência
Mendonça;3529500;SP;sem ocorrência
Mercedes;4115853;PR;sem ocorrência
Mercês;3141603;MG;sem ocorrência
Meridiano;3529609;SP;sem ocorrência
Meruoca;2308203;CE;100
Mesópolis;3529658;SP;sem ocorrência
Mesquita;3141702;MG;sem ocorrência
Mesquita;3302858;RJ;0,53
Messias;2705200;AL;88,22
Messias Targino;2407609;RN;sem ocorrência
Miguel Alves;2206209;PI;sem ocorrência
Miguel Calmon;2921203;BA;sem ocorrência
Miguel Leão;2206308;PI;sem ocorrência
Miguel Pereira;3302908;RJ;21,61
Miguelópolis;3529708;SP;sem ocorrência
Milagres;2308302;CE;sem ocorrência
Milagres;2921302;BA;sem ocorrência
Milagres do Maranhão;2106672;MA;sem ocorrência
Milhã;2308351;CE;sem ocorrência
Milton Brandão;2206357;PI;95,05
Mimoso de Goiás;5213053;GO;sem ocorrência
Mimoso do Sul;3203403;ES;0,02
Minaçu;5213087;GO;0,06
Minador do Negrão;2705309;AL;sem ocorrência
Minas do Leão;4312252;RS;sem ocorrência
Minas Novas;3141801;MG;sem ocorrência
Minduri;3141900;MG;sem ocorrência
Mineiros;5213103;GO;0,01
Mineiros do Tietê;3529807;SP;3,71
Ministro Andreazza;1101203;RO;sem ocorrência
Mira Estrela;3530003;SP;sem ocorrência
Mirabela;3142007;MG;sem ocorrência
Miracatu;3529906;SP;22,85
Miracema;3303005;RJ;2,81
Miracema do Tocantins;1713205;TO;sem ocorrência
Mirador;2106706;MA;5,57
Mirador;4115903;PR;sem ocorrência
Miradouro;3142106;MG;sem ocorrência
Miraguaí;4312302;RS;sem ocorrência
Miraí;3142205;MG;sem ocorrência
Miraíma;2308377;CE;sem ocorrência
Miranda;5005608;MS;0
Miranda do Norte;2106755;MA;sem ocorrência
Mirandiba;2609303;PE;sem ocorrência
Mirandópolis;3530102;SP;sem ocorrência
Mirangaba;2921401;BA;sem ocorrência
Miranorte;1713304;TO;sem ocorrência
Mirante;2921450;BA;sem ocorrência
Mirante da Serra;1101302;RO;sem ocorrência
Mirante do Paranapanema;3530201;SP;sem ocorrência
Miraselva;4116000;PR;sem ocorrência
Mirassol;3530300;SP;sem ocorrência
Mirassol d'Oeste;5105622;MT;sem ocorrência
Mirassolândia;3530409;SP;sem ocorrência
Miravânia;3142254;MG;sem ocorrência
Mirim Doce;4210852;SC;sem ocorrência
Mirinzal;2106805;MA;99,99
Missal;4116059;PR;sem ocorrência
Missão Velha;2308401;CE;24,85
Mocajuba;1504604;PA;sem ocorrência
Mococa;3530508;SP;sem ocorrência
Modelo;4210902;SC;sem ocorrência
Moeda;3142304;MG;sem ocorrência
Moema;3142403;MG;sem ocorrência
Mogeiro;2509404;PB;sem ocorrência
Mogi das Cruzes;3530607;SP;0,95
Mogi Guaçu;3530706;SP;0,01
Mogi Mirim;3530805;SP;sem ocorrência
Moiporá;5213400;GO;sem ocorrência
Moita Bonita;2804102;SE;sem ocorrência
Moju;1504703;PA;sem ocorrência
Mojuí dos Campos;1504752;PA;sem ocorrência
Mombaça;2308500;CE;sem ocorrência
Mombuca;3530904;SP;sem ocorrência
Monção;2106904;MA;91,07
Monções;3531001;SP;sem ocorrência
Mondaí;4211009;SC;sem ocorrência
Mongaguá;3531100;SP;0,06
Monjolos;3142502;MG;sem ocorrência
Monsenhor Gil;2206407;PI;sem ocorrência
Monsenhor Hipólito;2206506;PI;sem ocorrência
Monsenhor Paulo;3142601;MG;sem ocorrência
Monsenhor Tabosa;2308609;CE;sem ocorrência
Montadas;2509503;PB;sem ocorrência
Montalvânia;3142700;MG;sem ocorrência
Montanha;3203502;ES;sem ocorrência
Montanhas;2407708;RN;sem ocorrência
Montauri;4312351;RS;sem ocorrência
Monte Alegre;1504802;PA;7,78
Monte Alegre;2407807;RN;0,03
Monte Alegre de Goiás;5213509;GO;sem ocorrência
Monte Alegre de Minas;3142809;MG;sem ocorrência
Monte Alegre de Sergipe;2804201;SE;sem ocorrência
Monte Alegre do Piauí;2206605;PI;sem ocorrência
Monte Alegre do Sul;3531209;SP;100
Monte Alegre dos Campos;4312377;RS;sem ocorrência
Monte Alto;3531308;SP;sem ocorrência
Monte Aprazível;3531407;SP;sem ocorrência
Monte Azul;3142908;MG;0,06
Monte Azul Paulista;3531506;SP;sem ocorrência
Monte Belo;3143005;MG;sem ocorrência
Monte Belo do Sul;4312385;RS;sem ocorrência
Monte Carlo;4211058;SC;sem ocorrência
Monte Carmelo;3143104;MG;sem ocorrência
Monte Castelo;3531605;SP;sem ocorrência
Monte Castelo;4211108;SC;sem ocorrência
Monte das Gameleiras;2407906;RN;sem ocorrência
Monte do Carmo;1713601;TO;sem ocorrência
Monte Formoso;3143153;MG;sem ocorrência
Monte Horebe;2509602;PB;sem ocorrência
Monte Mor;3531803;SP;sem ocorrência
Monte Negro;1101401;RO;sem ocorrência
Monte Santo;2921500;BA;sem ocorrência
Monte Santo de Minas;3143203;MG;sem ocorrência
Monte Santo do Tocantins;1713700;TO;13,44
Monte Sião;3143401;MG;sem ocorrência
Monteiro;2509701;PB;sem ocorrência
Monteiro Lobato;3531704;SP;95,24
Monteirópolis;2705408;AL;sem ocorrência
Montenegro;4312401;RS;sem ocorrência
Montes Altos;2107001;MA;sem ocorrência
Montes Claros;3143302;MG;0,04
Montes Claros de Goiás;5213707;GO;sem ocorrência
Montezuma;3143450;MG;0,57
Montividiu;5213756;GO;sem ocorrência
Montividiu do Norte;5213772;GO;sem ocorrência
Morada Nova;2308708;CE;sem ocorrência
Morada Nova de Minas;3143500;MG;sem ocorrência
Moraújo;2308807;CE;2,27
Moreilândia;2614303;PE;27,03
Moreira Sales;4116109;PR;sem ocorrência
Moreno;2609402;PE;0,48
Mormaço;4312427;RS;sem ocorrência
Morpará;2921609;BA;sem ocorrência
Morretes;4116208;PR;2,69
Morrinhos;2308906;CE;sem ocorrência
Morrinhos;5213806;GO;sem ocorrência
Morrinhos do Sul;4312443;RS;sem ocorrência
Morro Agudo;3531902;SP;sem ocorrência
Morro Agudo de Goiás;5213855;GO;sem ocorrência
Morro Cabeça no Tempo;2206654;PI;sem ocorrência
Morro da Fumaça;4211207;SC;sem ocorrência
Morro da Garça;3143609;MG;sem ocorrência
Morro do Chapéu;2921708;BA;0,37
Morro do Chapéu do Piauí;2206670;PI;sem ocorrência
Morro do Pilar;3143708;MG;3,48
Morro Grande;4211256;SC;sem ocorrência
Morro Redondo;4312450;RS;sem ocorrência
Morro Reuter;4312476;RS;sem ocorrência
Morros;2107100;MA;99,34
Mortugaba;2921807;BA;sem ocorrência
Morungaba;3532009;SP;99,14
Mossâmedes;5213905;GO;0,71
Mossoró;2408003;RN;sem ocorrência
Mostardas;4312500;RS;0,06
Motuca;3532058;SP;sem ocorrência
Mozarlândia;5214002;GO;sem ocorrência
Muaná;1504901;PA;94,34
Mucajaí;1400308;RR;sem ocorrência
Mucambo;2309003;CE;sem ocorrência
Mucugê;2921906;BA;0,63
Muçum;4312609;RS;sem ocorrência
Mucuri;2922003;BA;0,8
Mucurici;3203601;ES;sem ocorrência
Muitos Capões;4312617;RS;sem ocorrência
Muliterno;4312625;RS;sem ocorrência
Mulungu;2309102;CE;93,03
Mulungu;2509800;PB;sem ocorrência
Mulungu do Morro;2922052;BA;sem ocorrência
Mundo Novo;2922102;BA;sem ocorrência
Mundo Novo;5005681;MS;77,93
Mundo Novo;5214051;GO;0,03
Munhoz;3143807;MG;sem ocorrência
Munhoz de Melo;4116307;PR;sem ocorrência
Muniz Ferreira;2922201;BA;sem ocorrência
Muniz Freire;3203700;ES;sem ocorrência
Muquém do São Francisco;2922250;BA;sem ocorrência
Muqui;3203809;ES;0,01
Muriaé;3143906;MG;sem ocorrência
Muribeca;2804300;SE;sem ocorrência
Murici;2705507;AL;17,39
Murici dos Portelas;2206696;PI;sem ocorrência
Muricilândia;1713957;TO;sem ocorrência
Muritiba;2922300;BA;4,65
Murutinga do Sul;3532108;SP;sem ocorrência
Mutuípe;2922409;BA;0,26
Mutum;3144003;MG;0,01
Mutunópolis;5214101;GO;sem ocorrência
Muzambinho;3144102;MG;sem ocorrência
Nacip Raydan;3144201;MG;sem ocorrência
Nantes;3532157;SP;sem ocorrência
Nanuque;3144300;MG;sem ocorrência
Não-Me-Toque;4312658;RS;sem ocorrência
Naque;3144359;MG;sem ocorrência
Narandiba;3532207;SP;sem ocorrência
Natal;2408102;RN;0
Natalândia;3144375;MG;sem ocorrência
Natércia;3144409;MG;sem ocorrência
Natividade;1714203;TO;sem ocorrência
Natividade;3303104;RJ;sem ocorrência
Natividade da Serra;3532306;SP;52,82
Natuba;2509909;PB;sem ocorrência
Navegantes;4211306;SC;sem ocorrência
Naviraí;5005707;MS;3,16
Nazaré;1714302;TO;sem ocorrência
Nazaré;2922508;BA;sem ocorrência
Nazaré da Mata;2609501;PE;sem ocorrência
Nazaré do Piauí;2206704;PI;sem ocorrência
Nazaré Paulista;3532405;SP;100
Nazareno;3144508;MG;sem ocorrência
Nazarezinho;2510006;PB;sem ocorrência
Nazária;2206720;PI;sem ocorrência
Nazário;5214408;GO;0,61
Neópolis;2804409;SE;sem ocorrência
Nepomuceno;3144607;MG;sem ocorrência
Nerópolis;5214507;GO;0,69
Neves Paulista;3532504;SP;sem ocorrência
Nhamundá;1303007;AM;33,2
Nhandeara;3532603;SP;sem ocorrência
Nicolau Vergueiro;4312674;RS;sem ocorrência
Nilo Peçanha;2922607;BA;94,09
Nilópolis;3303203;RJ;sem ocorrência
Nina Rodrigues;2107209;MA;sem ocorrência
Ninheira;3144656;MG;sem ocorrência
Nioaque;5005806;MS;sem ocorrência
Nipoã;3532702;SP;sem ocorrência
Niquelândia;5214606;GO;sem ocorrência
Nísia Floresta;2408201;RN;91,9
Niterói;3303302;RJ;0,57
Nobres;5105903;MT;0,19
Nonoai;4312708;RS;sem ocorrência
Nordestina;2922656;BA;sem ocorrência
Normandia;1400407;RR;sem ocorrência
Nortelândia;5106000;MT;sem ocorrência
Nossa Senhora Aparecida;2804458;SE;sem ocorrência
Nossa Senhora da Glória;2804508;SE;sem ocorrência
Nossa Senhora das Dores;2804607;SE;sem ocorrência
Nossa Senhora das Graças;4116406;PR;sem ocorrência
Nossa Senhora de Lourdes;2804706;SE;sem ocorrência
Nossa Senhora de Nazaré;2206753;PI;sem ocorrência
Nossa Senhora do Livramento;5106109;MT;sem ocorrência
Nossa Senhora do Socorro;2804805;SE;sem ocorrência
Nossa Senhora dos Remédios;2206803;PI;sem ocorrência
Nova Aliança;3532801;SP;sem ocorrência
Nova Aliança do Ivaí;4116505;PR;sem ocorrência
Nova Alvorada;4312757;RS;sem ocorrência
Nova Alvorada do Sul;5006002;MS;sem ocorrência
Nova América;5214705;GO;sem ocorrência
Nova América da Colina;4116604;PR;sem ocorrência
Nova Andradina;5006200;MS;1,49
Nova Araçá;4312807;RS;sem ocorrência
Nova Aurora;4116703;PR;sem ocorrência
Nova Aurora;5214804;GO;0,81
Nova Bandeirantes;5106158;MT;0,09
Nova Bassano;4312906;RS;sem ocorrência
Nova Belém;3144672;MG;sem ocorrência
Nova Boa Vista;4312955;RS;sem ocorrência
Nova Brasilândia;5106208;MT;3
Nova Brasilândia D'Oeste;1100148;RO;sem ocorrência
Nova Bréscia;4313003;RS;sem ocorrência
Nova Campina;3532827;SP;sem ocorrência
Nova Canaã;2922706;BA;sem ocorrência
Nova Canaã do Norte;5106216;MT;sem ocorrência
Nova Canaã Paulista;3532843;SP;sem ocorrência
Nova Candelária;4313011;RS;sem ocorrência
Nova Cantu;4116802;PR;sem ocorrência
Nova Castilho;3532868;SP;sem ocorrência
Nova Colinas;2107258;MA;sem ocorrência
Nova Crixás;5214838;GO;1,44
Nova Cruz;2408300;RN;0,01
Nova Era;3144706;MG;sem ocorrência
Nova Erechim;4211405;SC;sem ocorrência
Nova Esperança;4116901;PR;sem ocorrência
Nova Esperança do Piriá;1504950;PA;sem ocorrência
Nova Esperança do Sudoeste;4116950;PR;sem ocorrência
Nova Esperança do Sul;4313037;RS;sem ocorrência
Nova Europa;3532900;SP;sem ocorrência
Nova Fátima;2922730;BA;sem ocorrência
Nova Fátima;4117008;PR;sem ocorrência
Nova Floresta;2510105;PB;sem ocorrência
Nova Friburgo;3303401;RJ;4,87
Nova Glória;5214861;GO;sem ocorrência
Nova Granada;3533007;SP;sem ocorrência
Nova Guarita;5108808;MT;sem ocorrência
Nova Guataporanga;3533106;SP;sem ocorrência
Nova Hartz;4313060;RS;sem ocorrência
Nova Ibiá;2922755;BA;sem ocorrência
Nova Iguaçu;3303500;RJ;4,62
Nova Iguaçu de Goiás;5214879;GO;sem ocorrência
Nova Independência;3533205;SP;sem ocorrência
Nova Iorque;2107308;MA;sem ocorrência
Nova Ipixuna;1504976;PA;7,38
Nova Itaberaba;4211454;SC;sem ocorrência
Nova Itarana;2922805;BA;sem ocorrência
Nova Lacerda;5106182;MT;sem ocorrência
Nova Laranjeiras;4117057;PR;sem ocorrência
Nova Lima;3144805;MG;59,6
Nova Londrina;4117107;PR;0,06
Nova Luzitânia;3533304;SP;sem ocorrência
Nova Mamoré;1100338;RO;0,46
Nova Marilândia;5108857;MT;sem ocorrência
Nova Maringá;5108907;MT;sem ocorrência
Nova Módica;3144904;MG;sem ocorrência
Nova Monte Verde;5108956;MT;sem ocorrência
Nova Mutum;5106224;MT;sem ocorrência
Nova Nazaré;5106174;MT;sem ocorrência
Nova Odessa;3533403;SP;sem ocorrência
Nova Olímpia;4117206;PR;sem ocorrência
Nova Olímpia;5106232;MT;sem ocorrência
Nova Olinda;1714880;TO;sem ocorrência
Nova Olinda;2309201;CE;13,17
Nova Olinda;2510204;PB;sem ocorrência
Nova Olinda do Maranhão;2107357;MA;sem ocorrência
Nova Olinda do Norte;1303106;AM;sem ocorrência
Nova Pádua;4313086;RS;sem ocorrência
Nova Palma;4313102;RS;sem ocorrência
Nova Palmeira;2510303;PB;sem ocorrência
Nova Petrópolis;4313201;RS;sem ocorrência
Nova Ponte;3145000;MG;sem ocorrência
Nova Porteirinha;3145059;MG;sem ocorrência
Nova Prata;4313300;RS;sem ocorrência
Nova Prata do Iguaçu;4117255;PR;sem ocorrência
Nova Ramada;4313334;RS;sem ocorrência
Nova Redenção;2922854;BA;sem ocorrência
Nova Resende;3145109;MG;sem ocorrência
Nova Roma;5214903;GO;1,56
Nova Roma do Sul;4313359;RS;sem ocorrência
Nova Rosalândia;1715002;TO;sem ocorrência
Nova Russas;2309300;CE;sem ocorrência
Nova Santa Bárbara;4117214;PR;sem ocorrência
Nova Santa Helena;5106190;MT;sem ocorrência
Nova Santa Rita;2207959;PI;sem ocorrência
Nova Santa Rita;4313375;RS;0,11
Nova Santa Rosa;4117222;PR;sem ocorrência
Nova Serrana;3145208;MG;sem ocorrência
Nova Soure;2922904;BA;sem ocorrência
Nova Tebas;4117271;PR;sem ocorrência
Nova Timboteua;1505007;PA;sem ocorrência
Nova Trento;4211504;SC;sem ocorrência
Nova Ubiratã;5106240;MT;0,23
Nova União;1101435;RO;sem ocorrência
Nova União;3136603;MG;6,7
Nova Venécia;3203908;ES;0,2
Nova Veneza;4211603;SC;sem ocorrência
Nova Veneza;5215009;GO;sem ocorrência
Nova Viçosa;2923001;BA;0,29
Nova Xavantina;5106257;MT;sem ocorrência
Novais;3533254;SP;sem ocorrência
Novo Acordo;1715101;TO;2,29
Novo Airão;1303205;AM;10,59
Novo Alegre;1715150;TO;sem ocorrência
Novo Aripuanã;1303304;AM;8,94
Novo Barreiro;4313490;RS;sem ocorrência
Novo Brasil;5215207;GO;sem ocorrência
Novo Cabrais;4313391;RS;sem ocorrência
Novo Cruzeiro;3145307;MG;sem ocorrência
Novo Gama;5215231;GO;0,56
Novo Hamburgo;4313409;RS;sem ocorrência
Novo Horizonte;2923035;BA;sem ocorrência
Novo Horizonte;3533502;SP;sem ocorrência
Novo Horizonte;4211652;SC;sem ocorrência
Novo Horizonte do Norte;5106273;MT;sem ocorrência
Novo Horizonte do Oeste;1100502;RO;sem ocorrência
Novo Horizonte do Sul;5006259;MS;88,31
Novo Itacolomi;4117297;PR;sem ocorrência
Novo Jardim;1715259;TO;sem ocorrência
Novo Lino;2705606;AL;30,39
Novo Machado;4313425;RS;sem ocorrência
Novo Mundo;5106265;MT;0,06
Novo Oriente;2309409;CE;sem ocorrência
Novo Oriente de Minas;3145356;MG;sem ocorrência
Novo Oriente do Piauí;2206902;PI;sem ocorrência
Novo Planalto;5215256;GO;sem ocorrência
Novo Progresso;1505031;PA;1,61
Novo Repartimento;1505064;PA;5,1
Novo Santo Antônio;2206951;PI;sem ocorrência
Novo Santo Antônio;5106315;MT;2,53
Novo São Joaquim;5106281;MT;sem ocorrência
Novo Tiradentes;4313441;RS;sem ocorrência
Novo Triunfo;2923050;BA;sem ocorrência
